address,building_name,price_10k,latitude,longitude
서울특별시 구로구 개봉동 503,누리애빌(530-3),25500,37.4927045475181,126.855656876682
서울특별시 동작구 사당동 1157,이수하이츠빌라,84000,37.4894898027989,126.973853272882
서울특별시 구로구 개봉동 503,로하스빌13차,49000,37.4927045475181,126.855656876682
서울특별시 구로구 개봉동 503,(745-13),13000,37.4927045475181,126.855656876682
서울특별시 강북구 수유동 744,약수하이츠,108000,37.6466128423492,127.019510547455
서울특별시 마포구 성산동 165-84,한강빌라,21000,37.5674288667887,126.907136358837
서울특별시 광진구 자양동 673,힐스테이트뉴포레,82000,37.5284372034525,127.085909787145
서울특별시 광진구 중곡동 257-8,삼성홈타운,79500,37.561711160965,127.079111851095
서울특별시 강북구 수유동 744,이편한세상청계센트럴포레,146500,37.6466128423492,127.019510547455
서울특별시 송파구 오금동 46-8,래미안솔베뉴,142000,37.5041084241211,127.127314310081
서울특별시 마포구 신수동 62-56,전농SK,82800,37.5456490433076,126.939067521465
서울특별시 강북구 수유동 744,전농SK,90000,37.6466128423492,127.019510547455
서울특별시 강북구 미아동 160-3,삼전솔하임3차,11900,37.6341884558025,127.023860909253
서울특별시 강북구 수유동 744,정릉힐스테이트,81000,37.6466128423492,127.019510547455
서울특별시 강서구 화곡동 372-64,,187729,37.5358239977468,126.835505981656
서울특별시 강북구 수유동 744,,93626,37.6466128423492,127.019510547455
서울특별시 강동구 길동 477,상도동삼호아파트,94500,37.5413460748366,127.148205142647
서울특별시 도봉구 방학동 271-1,,47800,37.6609347988243,127.0267260331
서울특별시 광진구 자양동 227-98,삼성이태원SKYLARK,80000,37.53758864738,127.075948924833
서울특별시 마포구 아현동 777,제이디파크,42000,37.5555932310828,126.953656665391
서울특별시 동작구 사당동 444-3,힐스테이트남산,57000,37.4789426740572,126.974619297444
서울특별시 관악구 신림동 652-159,목동신시가지10,189000,37.4666891649472,126.921729586583
서울특별시 구로구 구로동 685-222,자양7차현대홈타운,138000,37.4935973219516,126.875504296971
서울특별시 마포구 신공덕동 155,답십리파크자이,114000,37.5433755525349,126.955640369823
서울특별시 성북구 석관동 110-2,서초신주빌라,73000,37.6110925130042,127.066689824435
서울특별시 서대문구 북아현동 1009,삼호4,58500,37.5591524524316,126.950146932156
서울특별시 은평구 녹번동 1-14,고덕롯데캐슬베네루체,145000,37.6097256361604,126.938997843292
서울특별시 관악구 신림동 611-83,서울대벤처타운역 푸르지오,96300,37.4748167301174,126.921459623123
서울특별시 마포구 망원동 486-40,한신무학,112000,37.5570370411112,126.906787433583
서울특별시 노원구 상계동 1375-3,소망빌라,5310,37.672636522348,127.07971211389
서울특별시 양천구 신정동 1196-24,목동대림,151500,37.5215829286615,126.847710544238
서울특별시 강북구 수유동 744,경남,30800,37.6466128423492,127.019510547455
서울특별시 강북구 미아동 198-5,건대입구역자이엘라,31500,37.627312420591,127.027877398126
서울특별시 강서구 가양동 1474,DMC에코자이,139000,37.5663473856091,126.854030753209
서울특별시 동대문구 장안동 373-4,(333-66),36200,37.5691066785101,127.068970811731
서울특별시 관악구 신림동 1639-51,소윤센트럴파크,37000,37.4833905196809,126.927468397174
서울특별시 양천구 목동 607-15,Y.H빌리지3,52000,37.5497260236077,126.865680087309
서울특별시 성북구 보문동5가 195,한강현대,116000,37.5815593777309,127.020114191509
서울특별시 영등포구 영등포동7가 94-99,길음뉴타운경남아너스빌,59800,37.5241606059469,126.909869180414
서울특별시 은평구 갈현동 395-2,삼익가든,108500,37.6205827444968,126.91975833281
서울특별시 서초구 서초동 1512-6,신림빌라(10-438),21050,37.4865832016854,127.007369184659
서울특별시 강북구 번동 148-443,동아에코빌,61500,37.6272411084009,127.032943008128
서울특별시 도봉구 방학동 271-1,건대입구역자이엘라,31500,37.6609347988243,127.0267260331
서울특별시 강북구 수유동 744,(3-19),11677,37.6466128423492,127.019510547455
서울특별시 강북구 수유동 744,삼보타운,95000,37.6466128423492,127.019510547455
서울특별시 동대문구 답십리동 497-23,보라매에스케이뷰,181500,37.5689685801361,127.050596840747
서울특별시 송파구 방이동 39,한진타운,170000,37.5160914151536,127.110392926552
서울특별시 성북구 길음동 1280-1,은평헤스티아 2차,13200,37.6101143477321,127.016442073865
서울특별시 성동구 성수동1가 704,노빌리안골드,12200,37.5411130565341,127.045298240723
서울특별시 영등포구 영등포동5가 49-1,삼정아트테라스정동,36850,37.5222197194343,126.906688343966
서울특별시 성북구 장위동 246-152,삼하빌라(518-45),29500,37.6096499231694,127.046874046693
서울특별시 송파구 문정동 108-1,광희동금호트윈 오피스텔,9900,37.4867106632975,127.130662166047
서울특별시 동작구 대방동 505,센트라스,184000,37.5142145692016,126.92970283408
서울특별시 동작구 사당동 105,금호베스트빌,112700,37.4896946254326,126.975650061703
서울특별시 양천구 신월동 457-15,삼성래미안,78500,37.5266818124183,126.847520868749
서울특별시 강동구 천호동 52-45,한신빌라(638-10),15000,37.5417929969487,127.139835335665
서울특별시 송파구 문정동 652,현대빌(312-104),48000,37.48294352839,127.121827920448
서울특별시 마포구 신정동 30,소윤센트럴파크,37000,37.5439771831851,126.931098399949
서울특별시 노원구 하계동 280,한강그린빌,19000,37.634682675193,127.069541310656
서울특별시 도봉구 방학동 271-1,신촌르?메이에르타운(I),11000,37.6609347988243,127.0267260331
서울특별시 강서구 화곡동 332-18,에스아이팰리스강동센텀I,42870,37.5356632939199,126.847341015016
서울특별시 노원구 공릉동 715,(295-20),41000,37.6272668429353,127.068613417088
서울특별시 강남구 자곡동 655,선정그랜드빌,26000,37.4743936237496,127.104066621552
서울특별시 강동구 천호동 35-16,거목빌라,43500,37.5462420572399,127.140805160883
서울특별시 성동구 옥수동 528,신동아4,113000,37.5484774843118,127.013994845948
서울특별시 강동구 성내동 210-7,동아불암,47800,37.5341091216744,127.129703351477
서울특별시 동대문구 제기동 120-10,광화문스페이스본(101동~105동),112600,37.5869787519047,127.039975872007
서울특별시 금천구 시흥동 976-5,와이엔캐슬(중곡동175-61),29000,37.4345295673618,126.905691472422
서울특별시 양천구 신월동 457-15,래미안상도3차,138000,37.5266818124183,126.847520868749
서울특별시 관악구 봉천동 1706,보라매자이더포레스트,124750,37.4849781107912,126.959527564225
서울특별시 노원구 공릉동 715,삼전솔하임3차,11900,37.6272668429353,127.068613417088
서울특별시 관악구 봉천동 1708,신성하이츠(299-68),48000,37.4845267749186,126.942894626699
서울특별시 영등포구 신길동 59-2,현대썬앤빌 청계,12000,37.5150711528812,126.91809489544
서울특별시 강서구 화곡동 105-22,DMC센트레빌,106200,37.540891119185,126.843657693709
서울특별시 관악구 봉천동 1698-1,상계주공2(고층),35000,37.4941052853678,126.928177342998
서울특별시 강동구 명일동 15,소윤센트럴파크,41000,37.5532947928121,127.148458988794
서울특별시 동작구 노량진동 56-11,대치동우정에쉐르1,59000,37.5126458721725,126.941330746646
서울특별시 동작구 상도동 285-14,(525-3),24000,37.4947579080474,126.93425282368
서울특별시 양천구 신정동 329,소윤센트럴파크,41000,37.5161909461632,126.870337507112
서울특별시 동작구 상도동 288-8,진흥아파트,357500,37.4951948000771,126.933918847736
서울특별시 강서구 방화동 841,성내동삼성아파트,102500,37.5742998188535,126.81749374049
서울특별시 관악구 신림동 619-48,고덕센트럴푸르지오,118400,37.4732786026109,126.920228881988
서울특별시 성북구 하월곡동 222,미성,126200,37.607033098723,127.038365407563
서울특별시 관악구 신림동 98-439,전원아트빌,27300,37.4754884355131,126.941145909632
서울특별시 중랑구 상봉동 502,동아,278000,37.597157213016,127.083476922402
서울특별시 은평구 신사동 361,한국,66500,37.5956853024613,126.913449506429
서울특별시 성동구 성수동1가 709,럭키빌라5차B동,15700,37.5484104489106,127.050153941693
서울특별시 강동구 고덕동 693,장안힐스테이트,101500,37.5580690838901,127.163465686409
서울특별시 강남구 청담동 95,광림빌라A동,15800,37.5253112558986,127.044708452005
서울특별시 강서구 화곡동 155-27,맨하탄21리빙텔,21500,37.535384446385,126.850093332643
서울특별시 강서구 가양동 1490,영등포중흥에스클래스,48500,37.5587212796979,126.863532908859
서울특별시 은평구 갈현동 513-4,삼성,52000,37.6169028756627,126.912700579977
서울특별시 서대문구 북아현동 1-25,새울센스빌(27-2),19800,37.5643362518601,126.958039841537
서울특별시 동대문구 장안동 336,하이뷰디아트,23000,37.569725659288,127.074606226438
서울특별시 성동구 행당동 346,문래동삼환,80000,37.5558804553964,127.029207383318
서울특별시 은평구 응암동 227-59,삼익세라믹,38000,37.5957016729849,126.925136282941
서울특별시 강북구 수유동 744,CG아름채14차,25000,37.6466128423492,127.019510547455
서울특별시 강서구 등촌동 715,대원캐슬빌7차,55000,37.5439005769284,126.859981715413
서울특별시 양천구 목동 904,휴사이드빌,20000,37.5319318273523,126.871591433831
서울특별시 동작구 사당동 105,(381-28),36500,37.4896946254326,126.975650061703
서울특별시 중랑구 면목동 1523,(689-56),9750,37.5892642654601,127.076967320959
서울특별시 송파구 문정동 639-5,한진한화그랑빌,106000,37.4852529035785,127.114808606468
서울특별시 관악구 남현동 1053-29,래미안장위퍼스트하이,94900,37.4721870914352,126.971873166181
서울특별시 성동구 금호동2가 1217,디에이치베레사,60000,37.5512924647715,127.024541411946
서울특별시 동대문구 휘경동 372,도담마을,59900,37.5936190873694,127.066173973199
서울특별시 노원구 하계동 271-3,북한산힐스테이트7차,116500,37.6354452993831,127.064243687991
서울특별시 영등포구 당산동 121-72,동성1,45000,37.5289241881683,126.907520007171
서울특별시 동작구 사당동 1157,풍림아이원,166000,37.4894898027989,126.973853272882
서울특별시 금천구 시흥동 1013,강남힐스테이트에코,16900,37.4479160600139,126.918442104095
서울특별시 강서구 화곡동 1007-5,삼성씨티하우스,31500,37.5475512993839,126.835112327555
서울특별시 구로구 오류동 150-42,(13-35),47500,37.4905516853489,126.843828483646
서울특별시 동작구 상도동 283-28,현대빌라B,35000,37.4951130487172,126.934187829315
서울특별시 종로구 동숭동 25-2,상계주공10(고층),70000,37.5826910167847,127.004877171202
서울특별시 강북구 수유동 744,(304-250),31500,37.6466128423492,127.019510547455
서울특별시 마포구 신수동 250-33,세원,52000,37.5449503541524,126.938096633245
서울특별시 송파구 방이동 141-10,삼성래미안트리베라2단지,92800,37.5116126926119,127.117051956493
서울특별시 강남구 역삼동 604,샤론빌,40000,37.5054258769138,127.030050878243
서울특별시 노원구 공릉동 715,새울센스빌(27-2),19800,37.6272668429353,127.068613417088
서울특별시 양천구 신정동 918-1,진한빌라(나),10600,37.5268229605007,126.855664018405
서울특별시 도봉구 도봉동 421,메이플라워멤버스빌오피스텔,12900,37.679952607259,127.040313988811
서울특별시 성동구 옥수동 250,목동신시가지11,148000,37.5424312325016,127.014052103004
서울특별시 동대문구 장안동 382-4,북가좌삼호,79000,37.5696488542027,127.068736092832
서울특별시 관악구 봉천동 1698-1,DMC한양,95500,37.4941052853678,126.928177342998
서울특별시 성동구 금호동1가 1823,동구햇살아파트2차,56000,37.5542846887812,127.022691811161
서울특별시 서대문구 연희동 107-11,종암빌라,12000,37.5713196627874,126.929587503688
서울특별시 관악구 신림동 1735-1,,59559,37.4616571207165,126.921208668907
서울특별시 강북구 번동 446-13,강일타워,12700,37.6370657429176,127.025207005073
서울특별시 강북구 수유동 744,풍림아파트B,29500,37.6466128423492,127.019510547455
서울특별시 성북구 정릉동 227-47,아이파크,111800,37.6112341074655,127.014286230867
서울특별시 강동구 천호동 410-100,(3-19),12960,37.5391247822156,127.128407888015
서울특별시 관악구 신림동 602-2,수서현대벤쳐빌,48000,37.4758835704937,126.918336089182
서울특별시 동작구 상도동 421,래미안미드카운티,136000,37.4980563380301,126.958276440435
서울특별시 관악구 신림동 610-341,,141071,37.4760033618852,126.924503814526
서울특별시 도봉구 창동 715-66,목동신시가지14,159000,37.6546002434973,127.040151484391
서울특별시 성동구 옥수동 4,답십리청솔우성,71800,37.5436917758825,127.018895964412
서울특별시 노원구 월계동 322-1,,60000,37.6294157509446,127.062513840528
서울특별시 관악구 신림동 98-439,강동리버스트4단지,73800,37.4754884355131,126.941145909632
서울특별시 강남구 일원동 718,길음뉴타운경남아너스빌,59800,37.4842754486616,127.082612734524
서울특별시 강북구 수유동 744,상록타워아파트,117000,37.6466128423492,127.019510547455
서울특별시 도봉구 쌍문동 88-53,소윤센트럴파크,43500,37.6500328303102,127.034661775971
