lot_address,road_address,mart_name,mart_type,longitude,latitude
서울특별시 동대문구 전농동 10번지 외7필지 전농sk아파트 주상가동,"서울특별시 동대문구 사가정로 148 (전농동, SK아파트)",롯데쇼핑(주) 롯데슈퍼 전농점,구분없음,127.05757584481069,37.57664212040417
서울특별시 동대문구 전농동 647번지 1호,서울특별시 동대문구 서울시립대로 36 (전농동),전농프라자,그 밖의 대규모점포,127.04410783865409,37.574540602063
서울특별시 동대문구 전농동 295번지 52호,서울특별시 동대문구 전농로 147 (전농동),전농로타리시장,시장,127.05417159413744,37.5779585194555
서울특별시 동대문구 답십리동 495-1,서울특별시 동대문구 천호대로 281(답십리동),동부시장,시장,127.04941941918987,37.56762797771789
서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),이문동웰츠타워,그 밖의 대규모점포,127.05900468022875,37.59848835511636
서울특별시 동대문구 장안동 94번지 27호 외1필지 예신프라자,서울특별시 동대문구 한천로46길 42 (장안동),롯데쇼핑(주) 롯데슈퍼 장안점,구분없음,127.06781939933887,37.5815126942596
,서울특별시 동대문구 경희대로 20 (회기동),홈플러스 익스프레스 서울회기점,구분없음,127.04997616925736,37.59327679973072
서울특별시 동대문구 신설동 109번지 5호,,서울특별시장,그 밖의 대규모점포,127.02264835264404,37.5728315903354
서울특별시 동대문구 제기동 1019번지 신관 2층,"서울특별시 동대문구 고산자로36길 3, 2층 (제기동)",노브랜드 경동시장점,구분없음,127.03642276044876,37.57916298642758
서울특별시 동대문구 답십리1동 530번지 11호  외1필지 지층1호~13호,서울특별시 동대문구 고미술로 49 (답십리동),이마트에브리데이 답십리점,구분없음,127.05040124737408,37.5675713500063
서울특별시 동대문구 장안동 580번지,서울특별시 동대문구 한천로 42 (장안동),노브랜드 동대문 장안점,대형마트,127.05929113822478,37.566273700919936
서울특별시 강남구 역삼동 754번지 2  호,서울특별시 강남구 역삼로52길 14 (역삼동),역삼시장,그 밖의 대규모점포,127.04505874319136,37.498529441968905
서울특별시 동대문구 장안동 310-8 희헌빌딩,"서울특별시 동대문구 장한로28가길 45, 희헌빌딩 (장안동)",GS THE FRESH 동대문장안점,구분없음,127.06968532321156,37.57504179568348
서울특별시 동대문구 용두동 39-1 청량리역한양수자인그라시엘,"서울특별시 동대문구 고산자로32길 78 (용두동, 청량리역한양수자인그라시엘)",청량리역 한양수자인 그라시엘 판매시설,그 밖의 대규모점포,127.04010102471112,37.57729886984459
   호   ,,기타대규모점포,그 밖의 대규모점포,,
서울특별시 동대문구 장안동 371번지 0001호,,쉐르빌쇼핑타운,그 밖의 대규모점포,127.06696963923883,37.57167075412606
서울특별시 동대문구 제기동 892번지 71호,,(주)미도파마트,대형마트,127.03271014758452,37.57856145602474
서울특별시 동대문구 용두동 39번지 1호,"서울특별시 동대문구 왕산로34길 26 (용두동, 청량리동부청과시장)",동부청과(주),그 밖의 대규모점포,127.04010102471112,37.57729886984459
서울특별시 동대문구 장안동 217번지 2호,,장안시장,그 밖의 대규모점포,,
서울특별시 동대문구 회기동 346번지 18 호,,휘경시장,시장,127.05316677521913,37.59081803158585
서울특별시 동대문구 이문동 292번지 10호,,이문종합상가,그 밖의 대규모점포,127.05900468022875,37.59848835511636
서울특별시 동대문구 답십리동 68번지 1 호,,답십리시장,그 밖의 대규모점포,127.05488088686286,37.57317826949365
서울특별시 동대문구 제기동 892번지 71 호,,미도파마트,대형마트,127.03271014758452,37.57856145602474
서울특별시 동대문구 회기동 346번지 17호,,휘경시장,그 밖의 대규모점포,127.0532736847268,37.59113319656358
서울특별시 동대문구 이문동 292번지 10호,,주-이문종합상가,그 밖의 대규모점포,127.05900468022875,37.59848835511636
서울특별시 동대문구 이문동 292번지 10호,,주-이문종합상가,그 밖의 대규모점포,127.05900468022875,37.59848835511636
서울특별시 동대문구 장안2동 368번지 1호 바우하우스,서울특별시 동대문구 답십리로 288 (장안동),롯데쇼핑(주) 롯데슈퍼 장안2동점,구분없음,127.0694991041825,37.57192621558758
서울특별시 동대문구 장안동 368번지 1호 바우하우스,서울특별시 동대문구  답십리로  288 (장안동),롯데쇼핑(주) 롯데슈퍼 장안 2동점,구분없음,127.0694991041825,37.57192621558758
서울특별시 동대문구 전농동 620번지 69호,"서울특별시 동대문구 왕산로 205-0 (전농동, 롯데백화점(청량리점))",롯데백화점 청량리플라자,백화점,127.04313633955424,37.57981782947527
서울특별시 동대문구 제기동 135번지 90호,서울특별시 동대문구 제기로 18 (제기동),제기시장,그 밖의 대규모점포,127.03182646417744,37.58623455278951
서울특별시 동대문구 답십리동 265번지 5호,,답십리중앙시장,그 밖의 대규모점포,127.05456278034,37.56860168305157
서울특별시 동대문구 이문1동 258번지 24호,서울특별시 동대문구 이문로 144 (이문동),홈플러스(주) 익스프레스 이문점,그 밖의 대규모점포,127.05908927940402,37.59928634992121
서울특별시 동대문구 용두동 787호,,건강백화점 동의보감,전문점,127.03478462857944,37.577797051463136
서울특별시 동대문구 장안동 368번지 1호,,바우하우스,대형마트,127.0694991041825,37.57192621558758
서울특별시 동대문구 장안동 310-8 희헌빌딩,"서울특별시 동대문구 장한로28가길 45, 희헌빌딩 (장안동)",GS THE FRESH 동대문장안점,구분없음,127.06968532321156,37.57504179568348
서울특별시 중랑구 신내1동 786번지 동성타워프라자,서울특별시 중랑구 봉화산로 221 (신내동),동성타워프라자,복합쇼핑몰,127.09438928121853,37.60805315630301
서울특별시 중랑구 중화2동 314번지 1호,서울특별시 중랑구 동일로129길 35 (중화동),태능엔터피아 번영회,시장,127.074574006062,37.599293008975415
,"서울특별시 중랑구 망우로 353-0 (상봉동, 프레미어스 엠코)",이노시티,복합쇼핑몰,127.08762368028492,37.598101159737865
,서울특별시 중랑구 면목로74길 45 (면목동),동원,시장,127.08700083803464,37.58983595585816
서울특별시 중랑구 중화2동 314번지 1호,서울특별시 중랑구 동일로129길 35 (중화동),홈플러스(주) 익스프레스 태릉점,그 밖의 대규모점포,127.074574006062,37.599293008975415
서울특별시 중랑구 면목3.8동 499번지 4호,서울특별시 중랑구 면목로 357 (면목동),홈플러스(주)익스프레스 면목점,그 밖의 대규모점포,127.08516844447615,37.58400278337198
서울특별시 중랑구 망우3동 410번지 1호,서울특별시 중랑구 용마산로 494 (망우동),홈플러스(주)익스프레스 망우점,그 밖의 대규모점포,127.09733810588538,37.594939169404725
서울특별시 중랑구 면목7동 650번지 카멜리아 쇼핑센타 1층,서울특별시 중랑구 면목로39길 11 (면목동),(주)이마트에브리데이 면목동점,그 밖의 대규모점포,127.08340635019538,37.57954755711983
서울특별시 중랑구 신내2동 645번지,서울특별시 중랑구 신내로 201 (신내동),홈플러스 신내점,대형마트,127.09087324152529,37.6157946307416
서울특별시 동대문구 이문동 257-42 래미안라그란데아파트 F동 101~4호,"서울특별시 동대문구 이문로35길 12, F동 101~4호 (이문동, 래미안라그란데아파트)",GS THE FRESH 이문라그란데점,복합쇼핑몰,127.05734022819888,37.60008365174537
서울특별시 중랑구 망우동 580 중랑숲금호어울림,"서울특별시 중랑구 양원역로 18, 103~106호 (망우동, 중랑숲금호어울림)",GS THE FRESH 중랑망우점,그 밖의 대규모점포,127.10637935921464,37.60221987826296
서울특별시 중랑구 면목동 168번지 2호,서울특별시 중랑구 사가정로 332 (면목동),홈플러스(주)면목점,대형마트,127.07817307200784,37.57992799373431
서울특별시 중랑구 묵1동 170번지 1호 외 35필지,서울특별시 중랑구 동일로 932 (묵동),주식회사 이마트 묵동점,대형마트,127.07466258151506,37.61384588748609
서울특별시 중랑구 상봉1동 500번지,"서울특별시 망우로 353-0 (상봉동, 프레미어스 엠코)",홈플러스(주) 서울 상봉점,대형마트,127.08762368028492,37.598101159737865
서울특별시 중랑구 상봉동 81호,서울특별시 중랑구 망우로 336 (상봉동),코스트코홀세일 상봉점,대형마트,127.08732229768496,37.59686384169581
서울특별시 중랑구 신내동 646 금강리빙스텔,"서울특별시 중랑구 신내로 211, 금강리빙스텔 비01호 (신내동)",롯데프레시앤델리 봉화산역점,그 밖의 대규모점포,127.0897873899956,37.616325654327824
서울특별시 중랑구 신내동 502-5 대명프라자,"서울특별시 중랑구 봉화산로56길 153, 대명프라자 (신내동)",GS THE FRESH 신내점,그 밖의 대규모점포,127.0939454571168,37.60175657752346
,서울특별시 중랑구 면목로 470 (상봉동),한남프라자,시장,127.0838397531491,37.59367935124579
서울특별시 중랑구 상봉2동 129번지 9호,서울특별시 중랑구 망우로32길 23 (상봉동),롯데쇼핑(주)롯데슈퍼 상봉점,그 밖의 대규모점포,127.07422495320934,37.59294657532894
서울특별시 중랑구 망우동 506번지 1호,서울특별시 중랑구 상봉로 118 (망우동),주식회사 이마트 상봉점,대형마트,127.09056373198862,37.59648191297325
서울특별시 중랑구 묵1동 170번지 1호 외 35필지,,신세계 이마트 묵동점,대형마트,127.07466258151506,37.61384588748609
서울특별시 성북구 돈암동 609번지 1호 스카이프라자상가,"서울특별시 성북구 성북로4길 52 (돈암동, 한신한진아파트)",동소문스카이상가,그 밖의 대규모점포,127.007428640116,37.59480783005864
"서울특별시 성북구 길음동 535-8,535-26,540-2,540-7",,길음시장,그 밖의 대규모점포,,
"서울특별시 성북구 길음동 535번지8호, 535번지26호, 540번지2호",,길음시장,그 밖의 대규모점포,,
서울특별시 성북구 보문동7가 25번지 1호,서울특별시 성북구 보문로 61 (보문동7가),홈플러스익스프레스 보문점,그 밖의 대규모점포,127.01857003990943,37.580758952519616
서울특별시 성북구 장위동 316번지 3호,서울특별시 성북구 월계로40길 7 (장위동),롯데슈퍼 장위점,구분없음,127.0455704459814,37.62293507459277
서울특별시 성북구 정릉3동 1034번지,서울특별시 성북구 정릉로 307 (정릉동),롯데슈퍼 정릉점,구분없음,127.01543342445646,37.603261004491706
서울특별시 성북구 길음동 1285번지 두산아파트상가,서울특별시 성북구 길음로13길 22 (길음동),홈플러스익스프레스 길음점,그 밖의 대규모점포,127.01593882493214,37.60977636935964
서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티아파트)",이마트 하월곡점,대형마트,127.02810592321048,37.605052403184345
서울특별시 성북구 돈암동 609번지 1호,서울특별시 성북구 성북로4길 52 (돈암동),동소문스카이상가,복합쇼핑몰,127.007428640116,37.59480783005864
서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구 도봉로 17 (길음동),이마트 미아점,대형마트,127.02683784095623,37.61085634829917
서울특별시 성북구 보문동4가 1번지 1   호   ,,보문시장,그 밖의 대규모점포,,
서울특별시 성북구 하월곡동 88번지 345호   ,,미아시장,그 밖의 대규모점포,,
서울특별시 성북구 석관동 270호   ,,석관시장,그 밖의 대규모점포,,
,"서울특별시 성북구 보문사길 111 (보문동6가, 보문파크뷰자이)",GS더프레시 성북보문점,구분없음,127.0155875805964,37.58012925399375
서울특별시 성북구 석관동 338번지 18호   ,,새석관시장,그 밖의 대규모점포,127.04979738734104,37.60821568852999
서울특별시 성북구 장위동 301호   ,,번동시장,그 밖의 대규모점포,127.04505003695836,37.6213190477255
서울특별시 성북구 길음동 540번지 2   호   ,,길음시장,그 밖의 대규모점포,,
서울특별시 성북구 돈암동 609번지 1  호   ,,동소문스카이프라자,그 밖의 대규모점포,,
서울특별시 성북구 길음동 20번지 1호,"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)",현대백화점 미아점,백화점,127.02583462053671,37.60837442819217
서울특별시 성북구 길음동 535번지 8호,서울특별시 성북구 동소문로 227 (길음동),길음시장,시장,127.01887697064096,37.60271203283409
서울특별시 성북구 길음동 25번지 2호,,신세계이마트미아점,대형마트,127.02683784095623,37.61085634829917
서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구  도봉로  17 (길음동),이마트 미아점,대형마트,127.02683784095623,37.61085634829917
서울특별시 성북구 장위동 60번지 1호,,삼익아파트상가,그 밖의 대규모점포,127.05476090593504,37.61337542942581
서울특별시 성북구 종암동 132번지,"서울특별시 성북구 종암로 132 (종암동, 종암우림카이저팰리스)",종암우림카이저팰리스주상복합,그 밖의 대규모점포,127.03059906534244,37.60196393709111
서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점,"서울특별시 성북구 도봉로 17, 신세계 이마트 미아점 (길음동)",이마트 미아점,대형마트,127.02683784095623,37.61085634829917
서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167,  동 (하월곡동)",이마트 하월곡점,대형마트,127.02810592321048,37.605052403184345
서울특별시 성북구 하월곡동 46-73 코업스타클래스,"서울특별시 성북구 화랑로 76, 코업스타클래스 (하월곡동)",홈플러스 월곡점,대형마트,127.03755514654458,37.601820976665
서울특별시 성북구 길음동 508-16,"서울특별시 성북구 숭인로8길 80, 롯데캐슬클라시아 상가 101~104호 (길음동)",GS더프레시 성북클라시아점,구분없음,127.0231116752908,37.608075724480656
서울특별시 성북구 길음1동 1284번지 삼성래미안3차아파트,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운8단지아파트)",GS더프레시 길음뉴타운점,구분없음,127.01505472074308,37.60756130522957
서울특별시 성북구 길음1동 1280번지 6호,서울특별시 성북구 길음로 103 (길음동),GS수퍼마켓 길음점,그 밖의 대규모점포,127.01508279285974,37.6108720478642
서울특별시 성북구 월곡1동 62번지 1호,,롯데슈퍼하월곡점,,127.03587802072389,37.60420775454403
서울특별시 성북구 동선동1가 1번지 2호,서울특별시 성북구 동소문로 106 (동선동1가),유타쇼핑몰,쇼핑센터,127.01428654773156,37.59260509731219
서울특별시 성북구 길음동 1286-10 길음뉴타운9단지래미안 상가,"서울특별시 성북구 길음로7길 6, 길음뉴타운9단지래미안 상가 지하1층 B04~B08호 (길음동)",이마트에브리데이 길음점,그 밖의 대규모점포,127.0195551492035,37.60430587479762
서울특별시 성북구 삼선동1가 21,서울특별시 성북구 삼선교로 6 (삼선동1가),홈플러스익스프레스 삼선점,그 밖의 대규모점포,127.00366811666892,37.58786268109334
서울특별시 성북구 장위동 68번지 1014호   ,,코코마트,그 밖의 대규모점포,127.0473617666631,37.612920823522565
서울특별시 성북구 장위동 68번지 1014호   ,,코코마트,그 밖의 대규모점포,127.0473617666631,37.612920823522565
서울특별시 성북구 길음동 25번지 2호   ,,신세계백화점 미아점,백화점,127.02683784095623,37.61085634829917
서울특별시 성북구 길음동 540번지 2호   ,,길음시장,그 밖의 대규모점포,127.01914816141284,37.603303821566726
서울특별시 성북구 길음1동 1285번지 7호,서울특별시 성북구 오패산로4길 17 (하월곡동),롯데마켓999 하월곡점,구분없음,127.01625955814022,37.60877889530202
서울특별시 성북구 길음동 1274번지 67호,"서울특별시 성북구 길음로13길 22 (길음동, 길음뉴타운7단지두산위브아파트)",롯데마이슈퍼 길음점,구분없음,127.01593882493214,37.60977636935964
서울특별시 성북구 장위동 60번지 1호,,장석시장,시장,127.05476090593504,37.61337542942581
서울특별시 성북구 종암동 3번지 75  호,,종암시장,시장,,
서울특별시 성북구 삼선동5가 55번지 1  호,,돈암시장,시장,,
서울특별시 성북구 하월곡동 16번지 1 호,,월곡시장,시장,,
서울특별시 성북구 정릉동 405번지 1  호,,정릉시장,시장,127.00629872212,37.60855464542991
서울특별시 성북구 장위동 238번지 496 호,,장위시장,그 밖의 대규모점포,127.04786511469096,37.61310571051137
서울특별시 성북구 삼선동1가 29호,,삼선시장,시장,127.00436445494115,37.58919583674465
서울특별시 성북구 장위동 68번지 1014호,,코코마트,시장,127.0473617666631,37.612920823522565
서울특별시 성북구 동소문동5가 75번지,서울특별시 성북구 동소문로 98 (동소문동5가),롯데마이슈퍼 동소문점,구분없음,127.0132841271,37.59226268754715
서울특별시 성북구 하월곡동 62-1,서울특별시 성북구 오패산로4길 17 (하월곡동),롯데마켓 999 하월곡점,구분없음,127.03587802072389,37.60420775454403
서울특별시 성북구 길음동 1286-10 길음뉴타운9단지래미안 상가,"서울특별시 성북구 길음로7길 6, 길음뉴타운9단지래미안 상가 지하1층 B04~B08호 (길음동)",이마트에브리데이 길음점,구분없음,127.0195551492035,37.60430587479762
서울특별시 강북구 수유동 54번지 5호 수유시장,"서울특별시 강북구 도봉로67길 18, 수유시장 (수유동)",수유시장,그 밖의 대규모점포,127.02005814588244,37.63078114474392
서울특별시 강북구 수유동 32번지 2호 수유중앙시장,"서울특별시 강북구 노해로17길 21, 수유중앙시장 (수유동)",수유중앙시장,그 밖의 대규모점포,127.01843755660106,37.64034645265025
서울특별시 강북구 미아동 701번지 3호 동북프라자,"서울특별시 강북구 솔샘로 233, 동북프라자 (미아동)",동북프라자,그 밖의 대규모점포,127.01590485397466,37.620246988940536
,서울특별시 강북구 도봉로33길 18 (미아동),(주)농협유통 미아점,대형마트,127.023569984226,37.6215673696814
,서울특별시 강북구 도봉로 172 (미아동),홈플러스(주)익스프레스미아점,구분없음,127.02445068062688,37.62421939325106
서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),북부시장,시장,127.02745506869914,37.63623647882298
서울특별시 강동구 천호동 563호   ,,동아코아,쇼핑센터,127.12299203254936,37.54127075136027
서울특별시 강북구 미아동 701번지 3호 동북프라자,"서울특별시 강북구 솔샘로 233, 동북프라자 (미아동)",동북시장,그 밖의 대규모점포,127.01590485397466,37.620246988940536
,서울특별시 강북구 노해로23길 68 (수유동),우이시장,그 밖의 대규모점포,127.01707893338566,37.64598744214755
서울특별시 강북구 미아동 71번지 1호,서울특별시 강북구 도봉로 52 (미아동),연이스퀘어,쇼핑센터,127.0276239971694,37.61370132969098
서울특별시 강북구 수유동 63번지,"서울특별시 강북구 도봉로 261 (수유동, 삼호아파트,수유프라자)",수유프라자,그 밖의 대규모점포,127.02056064450731,37.6316965539822
서울특별시 강북구 수유동 63번지,서울특별시 강북구 도봉로 261 (수유동),수유프라자,그 밖의 대규모점포,127.02056064450731,37.6316965539822
"서울특별시 강북구 미아동 7-5 대지쇼핑프라자 1층 101~104호, 106호~122호","서울특별시 강북구 오패산로30길 10, 대지쇼핑프라자 1층 101~104호, 106호~122호 (미아동)",GS THE FRESH 북서울숲점,구분없음,127.0319684967562,37.61361116575439
서울특별시 강북구 미아동 58호,서울특별시 강북구 도봉로 45 (미아동),숭인시장,그 밖의 대규모점포,127.02687570357692,37.61272002047807
서울특별시 강북구 수유동 405번지 5호,서울특별시 강북구 삼양로91길 11-12 (수유동),수유북부시장,그 밖의 대규모점포,127.01324357896812,37.6362170416198
서울특별시 강북구 송중동,서울특별시 강북구 도봉로 34 (미아동),트레지오,복합쇼핑몰,127.02782528416616,37.612056593715984
서울특별시 강북구 수유3동 179번지 5호,서울특별시 강북구 한천로148길 12-43 (수유동),강북종합시장,그 밖의 대규모점포,,
서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),강북 북부시장,그 밖의 대규모점포,127.02745506869914,37.63623647882298
서울특별시 강북구 미아동 1359번지,서울특별시 강북구 삼양로 247 (미아동),롯데쇼핑(주) 롯데마트 삼양점,복합쇼핑몰,127.0148282326308,37.62557410754406
서울특별시 강북구 미아동 1351번지,"서울특별시 강북구 도봉로 157, 112호 (미아동, 두원프라자)",(주)이마트에브리데이 미아동점,구분없음,127.02411444273196,37.62273898434033
서울특별시 강북구 수유동 63호   ,,수유프라자,그 밖의 대규모점포,127.02056064450731,37.6316965539822
   호   ,,강북종합시장,그 밖의 대규모점포,,
서울특별시 강북구 미아동 35번지 4   호 도봉로32  ,,트레지오,쇼핑센터,,
서울특별시 강북구 미아동 70번지 6   호,서울특별시 강북구 도봉로 62 (미아동),롯데백화점 미아점,복합쇼핑몰,127.0276358515983,37.614215984414464
,"서울특별시 강북구 삼양로19길 25, 110동 지하1층 5호,6호 (미아동, 삼성래미안트리베라1차)",롯데쇼핑(주)롯데슈퍼미아점,대형마트,127.01783626041735,37.61394228450622
서울특별시 강북구 송천동,서울특별시 강북구 도봉로33길 18 (미아동),성북프라자,그 밖의 대규모점포,127.023569984226,37.6215673696814
서울특별시 강북구 번2동 433번지 1호,서울특별시 강북구 덕릉로 176 (번동),(주)지에스리테일번동점,대형마트,127.03061982002038,37.635130545639385
서울특별시 강북구 수유1동 54번지 5호,서울특별시 강북구 도봉로67길 18 (수유동),롯데쇼핑(주)롯데슈퍼수유점,대형마트,127.02005814588244,37.63078114474392
서울특별시 강북구 삼각산동 812번지 삼성래미안트리베라2차아파트 상가 204동 115-119,서울특별시 강북구 삼양로27길 19 (미아동),롯데쇼핑(주)롯데슈퍼삼양점,대형마트,127.01751149440356,37.61731166124413
서울특별시 도봉구 쌍문동 711번지 금강아미움파크타운,"서울특별시 도봉구 방학로5길 33, 금강아미움파크타운 (쌍문동, 금강아미움파크타운)",금강아미움쇼핑센터,그 밖의 대규모점포,127.0352533925011,37.66140604657626
서울특별시 도봉구 창동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),(주)이마트에브리데이 창동점,구분없음,127.03220190481376,37.64348257266518
서울특별시 도봉구 방학동 271번지 2호,서울특별시 도봉구 방학로 223 (방학동),신동아프라자,그 밖의 대규모점포,127.02426021839436,37.66143190471009
서울특별시 도봉구 창동 804번지,서울특별시 도봉구 덕릉로63가길 61 (창동),대우상가,그 밖의 대규모점포,127.03464131191248,37.64237061371983
서울특별시 도봉구 쌍문2동 19번지,서울특별시 도봉구 도당로 10 (쌍문동),롯데슈퍼 쌍문점,쇼핑센터,127.03244744600734,37.65918857254101
서울특별시 도봉구 도봉동 657번지,서울특별시 도봉구 마들로 724 (도봉동),도봉한양프라자,그 밖의 대규모점포,127.04478626771956,37.6745500734023
서울특별시 도봉구 창2동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),(주)에브리데이리테일 창동점,구분없음,127.03220190481376,37.64348257266518
서울특별시 도봉구 창동 297-16,서울특별시 도봉구 해등로12길 3 (창동),GS THE FRESH 창동점,구분없음,127.0385684185862,37.65366099511821
서울특별시 도봉구 방학동 484-7,"서울특별시 도봉구 시루봉로 103-1, 1층 (방학동)",GS THE FRESH 방학신동아점,구분없음,127.0244849846773,37.66008933793717
서울특별시 도봉구 도봉동 30번지 1호 도봉한신쇼핑상가,서울특별시 도봉구 도봉로180나길 41 (도봉동),도봉한신쇼핑상가,복합쇼핑몰,127.04517030326268,37.68573651593075
서울특별시 노원구 월계3동 18번지 그랑빌아파트주상가 지층동 101호,서울특별시 노원구 마들로 31 (월계동),(주)지에스리테일 GS슈퍼 노원월계점,구분없음,127.0656779876374,37.61780285234586
서울특별시 도봉구 창1동 651번지 36호,서울특별시 도봉구 도봉로110길 65 (창동),롯데프레쉬 창동점,구분없음,127.03424281418242,37.646467983846414
서울특별시 도봉구 방학동 707번지 7호,서울특별시 도봉구 도봉로 678 (방학동),홈플러스(주)방학점,대형마트,127.04085228035484,37.66484189955164
서울특별시 도봉구 창동 581번지 28호,서울특별시 도봉구 덕릉로57길 30 (창동),삼익쇼핑,그 밖의 대규모점포,127.03439041166038,37.64008079655384
서울특별시 도봉구 창동 135번지 26호,서울특별시 도봉구 노해로65길 4 (창동),(주) 이마트 창동점,복합쇼핑몰,127.0444380971713,37.65202172781135
서울특별시 도봉구 창2동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),(주)에브리데이리테일 창동점,구분없음,127.03220190481376,37.64348257266518
서울특별시 도봉구 방학3동 271번지 2호,서울특별시 도봉구 방학로 223 (방학동),롯데슈퍼 방학점,구분없음,127.02426021839436,37.66143190471009
서울특별시 도봉구 쌍문동 311번지,서울특별시 도봉구 시루봉로 2 (쌍문동),롯데슈퍼 쌍문4동 가맹점,구분없음,127.02591121812117,37.65100774625287
서울특별시 도봉구 방학동 717번지 6호,서울특별시 도봉구 마들로 645 (방학동),롯데쇼핑(주)VIC마켓도봉점,대형마트,127.04233232643143,37.66786023218914
서울특별시 노원구 중계동 160-1 기업은행,"서울특별시 노원구 덕릉로 690, 1층 (중계동)",(주)이마트에브리데이 상계역점,구분없음,127.07287928377104,37.65917275001665
서울특별시 노원구 공릉동 323번지 35호,서울특별시 노원구 동일로 1101 (공릉동),홈플러스(주)익스프레스 공릉점,구분없음,127.0683826106621,37.62814129617168
서울특별시 노원구 공릉2동 89번지 1호  대덕프라자 지층 101~102호,서울특별시 노원구 노원로1길 67 (공릉동),(주)이마트에브리데이 공릉동점,구분없음,127.0807120736863,37.62081085050528
서울특별시 노원구 하계동 284번지 2호,"서울특별시 노원구 한글비석로 57 (하계동, 세이브존)",세이브존,그 밖의 대규모점포,127.06638170853893,37.63658857038254
서울특별시 노원구 중계2.3동 509번지 2001아울렛,서울특별시 노원구 동일로204가길 46 (중계동),이천일아울렛 중계점,복합쇼핑몰,127.06509747859816,37.64130429033735
서울특별시 노원구 상계동 453-2 1층,"서울특별시 노원구 한글비석로 452, 1층 (상계동)",GS THE FRESH 노원비석로점,구분없음,127.0649297055086,37.66403286521137
서울특별시 노원구 중계동 509번지 2호,서울특별시 노원구 동일로204가길 12 (중계동),홈플러스(주) 중계점,복합쇼핑몰,127.06571826409112,37.63991860183286
서울특별시 노원구 상계동 1258 희성오피앙,"서울특별시 노원구 동일로 1701 (상계동, 희성오피앙)",오피앙,그 밖의 대규모점포,127.05199866889654,37.68027003047857
서울특별시 노원구 월계동 333번지 1호,"서울특별시 노원구 마들로3길 15 (월계동, 월계이마트)",이마트타운 월계점,쇼핑센터,127.0589680448907,37.627340551277605
서울특별시 노원구 중계동 517호,"서울특별시 노원구 노원로 330 (중계동, 롯데마트)",롯데마트 중계점,복합쇼핑몰,127.06738467756811,37.647295499541634
서울특별시 노원구 상계동 292번지 1호,서울특별시 노원구 노해로 507 (상계동),와우패션클럽,복합쇼핑몰,127.06087122206104,37.65533921070781
서울특별시 노원구 중계동 506번지 1   호,,건영옴니백화점,백화점,127.0618644292018,37.63882671623933
서울특별시 노원구 상계동 1318번지,서울특별시 노원구 상계로23다길 13-8 (상계동),노원아이파크 상가,그 밖의 대규모점포,127.0662695814164,37.65978391028074
서울특별시 노원구 중계동 364번지 17호 유경데파트,"서울특별시 노원구 한글비석로 232 (중계동, 유경데파트)",유경데파트,그 밖의 대규모점포,127.07403890580238,37.64837733757775
,"서울특별시 노원구 동일로180길 14 (공릉동, 공릉종합상가)",공릉종합상가,그 밖의 대규모점포,127.07241946793664,37.62194843245892
서울특별시 노원구 상계동 173번지,서울특별시 노원구 한글비석로 396 (상계동),상계역전종합상가,쇼핑센터,127.06907810565274,37.660387358735
서울특별시 노원구 중계동 360번지 2호,서울특별시 노원구 중계로 225 (중계동),홈플러스(주)익스프레스 중계점,구분없음,127.07144160749904,37.64982754825054
서울특별시 노원구 상계동 713호   ,,롯데백화점 상계점,백화점,127.05818836673735,37.65514412747118
서울특별시 노원구 하계동 284호   ,,세이브존,대형마트,127.0658167830603,37.63786618725365
서울특별시 노원구 월계동 333번지 1호   ,,신세계 이마트 월계덤,그 밖의 대규모점포,127.0589680448907,37.627340551277605
서울특별시 노원구 월계동 333번지 1호,,신세계 이마트 월계점,대형마트,127.0589680448907,37.627340551277605
서울특별시 노원구 상계동 684번지,서울특별시 노원구 한글비석로 471 (상계동),(주)지에스리테일 GS수퍼상계점,구분없음,127.06267523571542,37.6641184501122
서울특별시 노원구 상계동 95-3,"서울특별시 노원구 덕릉로 753, 노원롯데캐슬시그니처아파트 근린생활시설 2동 16,17호 (상계동)",GS THE FRESH 노원캐슬점,구분없음,127.07495596104611,37.66495289461748
서울특별시 노원구 공릉동 238번지 53호,"서울특별시 노원구 공릉로 144 (공릉동, 공릉빌딩)",롯데쇼핑(주) 롯데슈퍼공릉점,구분없음,127.07665059118334,37.62264996122352
서울특별시 노원구 하계동 284호   ,,세이브존,대형마트,127.0658167830603,37.63786618725365
