school_name,school_level,lot_address,road_address,latitude,longitude
남서울중학교,중학교,서울특별시 관악구 신림동 1690-3,서울특별시 관악구 남부순환로172길 97,37.48213625,126.9210371
봉은중학교,중학교,서울특별시 강남구 삼성동 82-7,서울특별시 강남구 영동대로128길 59,37.51897667,127.0623894
대전대화초등학교,초등학교,대전광역시 대덕구 대화동 244-5,대전광역시 대덕구 대화로 242-36,36.36269221,127.4113441
도담고등학교,고등학교,세종특별자치시 도담동 642,세종특별자치시 보듬4로 41,36.51420716,127.2634446
가수원초등학교,초등학교,대전광역시 서구 가수원동 732-3,대전광역시 서구 벌곡로 1359,36.30239371,127.3530021
서울중화초등학교,초등학교,서울특별시 중랑구 신내동 531,서울특별시 중랑구 신내로7가길 22,37.60292163,127.094065
금호중앙중학교,중학교,광주광역시 북구 운암동 140,광주광역시 북구 금호로 100,35.1785969,126.8855126
월산중학교,중학교,경상남도 김해시 부곡동 806-10,경상남도 김해시 월산로 104,35.20526183,128.8039417
대전하기초등학교,초등학교,대전광역시 유성구 하기동 514,대전광역시 유성구 송림로19번길 32,36.38863145,127.321529
서울상월초등학교,초등학교,서울특별시 노원구 상계동 697,서울특별시 노원구 동일로221길 27,37.65865224,127.0569799722
선유중학교,중학교,서울특별시 영등포구 양평동3가 82,서울특별시 영등포구 선유로 213,37.53328647,126.8943293
서울중목초등학교,초등학교,서울특별시 중랑구 면목동 180-5,서울특별시 중랑구 동일로 665,37.59008735,127.0793361
독산고등학교,고등학교,서울특별시 금천구 독산동 907-34,서울특별시 금천구 문성로 64,37.47621872,126.9109732
연봉초등학교,초등학교,세종특별자치시 연서면 봉암리 210-2,세종특별자치시 연서면 당산로 357-1,36.56445274,127.2820714
연남초등학교,초등학교,세종특별자치시 연기면 연기리 397,세종특별자치시 연기면 연기길 2,36.54388083,127.277847
수왕초등학교,초등학교,세종특별자치시 연기면 눌왕리 324,세종특별자치시 연기면 눌왕길 8-45,36.54347359,127.2522261
산이중학교,중학교,전라남도 해남군 산이면 초송리 527-5,전라남도 해남군 산이면 비석길 98-2,34.64545878,126.4481956
광남중학교,중학교,경기도 광명시 광명동 384-6,경기도 광명시 광명로 785,37.47007475,126.8475588
김해임호고등학교,고등학교,경상남도 김해시 외동 715-2,경상남도 김해시 분성로3번길 77,35.23826864,128.8527201
방산중학교,중학교,서울특별시 송파구 방이동 220,서울특별시 송파구 오금로29길 31,37.50937287,127.1218756
하동중앙중학교,중학교,경상남도 하동군 하동읍 읍내리 667,경상남도 하동군 하동읍 연화길 77,35.07664446,127.7495276
신탄진초등학교,초등학교,대전광역시 대덕구 석봉동 308-7,대전광역시 대덕구 석봉로3번길 50,36.44898499,127.4225035
서울영림초등학교,초등학교,서울특별시 영등포구 대림동 993-16,서울특별시 영등포구 시흥대로173길 14,37.48734601,126.9025393
서천초등학교,초등학교,부산광역시 사하구 감천동 506-1,부산광역시 사하구 감천로105번길 10,35.08874156,129.0038498
대구관천초등학교,초등학교,대구광역시 북구 태전동 999-2,대구광역시 북구 구암로22길 17,35.93053458,128.5520401
산내초등학교,초등학교,대전광역시 동구 낭월동 632,대전광역시 동구 산내로 1292,36.27979819,127.470066
서울평화초등학교,초등학교,서울특별시 송파구 가락동 106,서울특별시 송파구 송파대로26길 22,37.49156712,127.1228237
대전성남초등학교,초등학교,대전광역시 동구 성남동 193-5,대전광역시 동구 성남로32번길 5,36.34394433,127.4293687
방산고등학교,고등학교,서울특별시 송파구 방이동 220-5,서울특별시 송파구 오금로27길 18,37.50831315,127.1204696
세륜중학교,중학교,서울특별시 송파구 오금동 7-3,서울특별시 송파구 양재대로72길 41,37.50893314,127.1312464
진남초등학교,초등학교,광주광역시 남구 노대동 732,광주광역시 남구 효우로60번길 12,35.10912722,126.9024721
의귀초등학교,초등학교,제주특별자치도 서귀포시 남원읍 의귀리 1483-3,제주특별자치도 서귀포시 남원읍 한신로 213,33.31111895,126.714628
서울양원초등학교,초등학교,서울특별시 양천구 신월동 260-1,서울특별시 양천구 화곡로 16,37.53821733,126.8231052
율하중학교,중학교,경상남도 김해시 율하동 1293,경상남도 김해시 율하1로 39,35.17508098,128.808001
삼성여자고등학교,고등학교,부산광역시 사하구 감천동 598-1,부산광역시 사하구 감천로43번길 45,35.09422497,128.9982328
좌삼초등학교,초등학교,경상남도 양산시 상북면 좌삼리 493,경상남도 양산시 상북면 수서로 275-16,35.44102579,129.0434678
영산중학교,중학교,경상남도 창녕군 영산면 서리 253,경상남도 창녕군 영산면 영산계성로 87,35.4601691,128.5242737
유어초등학교,초등학교,경상남도 창녕군 유어면 부곡리 481,경상남도 창녕군 유어면 마수원길 39,35.50944637,128.4110124
서울동작초등학교,초등학교,서울특별시 동작구 사당동 산9-1,서울특별시 동작구 동작대로29길 214,37.49410161,126.9765088
서울문영여자고등학교,고등학교,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,37.47290457,126.9509181
서울갈산초등학교,초등학교,서울특별시 양천구 신정동 330-10,서울특별시 양천구 목동로 31,37.51237156,126.8702299
서울태랑초등학교,초등학교,서울특별시 노원구 공릉동 116,서울특별시 노원구 화랑로51나길 31,37.62625056,127.0906031
서울한천초등학교,초등학교,서울특별시 노원구 월계동 3-7,서울특별시 노원구 마들로 45,37.62070936,127.0692435
괴정초등학교,초등학교,부산광역시 사하구 괴정동 230,부산광역시 사하구 낙동대로 152,35.10376396,128.9997579
대전관저초등학교,초등학교,대전광역시 서구 관저동 992,대전광역시 서구 관저동로 161,36.30655924,127.3399115
대구국우초등학교,초등학교,대구광역시 북구 국우동 129,대구광역시 북구 도남중앙로10길 45,35.95582279,128.5856952
무안초등학교,초등학교,경상남도 밀양시 무안면 무안리 927-1,경상남도 밀양시 무안면 사명로 531,35.4729283,128.651293
영신고등학교,고등학교,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,35.92000422,128.646424
상장중학교,중학교,강원특별자치도 태백시 황지동 123,강원특별자치도 태백시 태백로 1221,37.15068611,128.9921217
맹방초등학교,초등학교,강원특별자치도 삼척시 근덕면 상맹방리 171-1,강원특별자치도 삼척시 근덕면 삼척로 3884-4,37.39852676,129.2127768
미로중학교,중학교,강원특별자치도 삼척시 미로면 하거노리 449,강원특별자치도 삼척시 미로면 강원남부로 3907,37.41041541,129.1038915
서울신구초등학교,초등학교,서울특별시 강남구 신사동 550-11,서울특별시 강남구 압구정로18길 28,37.52336057,127.0239924
거창초등학교,초등학교,경상남도 거창군 거창읍 중앙리 311,경상남도 거창군 거창읍 아림로 48,35.6875316,127.9100892
동래여자중학교,중학교,부산광역시 금정구 구서동 72-3,부산광역시 금정구 체육공원로 20,35.24704234,129.0981972
유안초등학교,초등학교,광주광역시 남구 봉선동 124,광주광역시 남구 봉선로175번길 16,35.1254854,126.9146862
서울봉화초등학교,초등학교,서울특별시 중랑구 신내동 655,서울특별시 중랑구 신내로15길 110,37.61357623,127.0924085
영신초등학교,초등학교,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,35.92000422,128.646424
서령초등학교,초등학교,충청남도 서산시 죽성동 77-2,충청남도 서산시 남부순환로 749,36.74421665,126.4470036
동아중학교,중학교,부산광역시 수영구 광안동 1222-23,부산광역시 수영구 호암로 55,35.15678092,129.106984
통리초등학교,초등학교,강원특별자치도 태백시 통동 69-8,강원특별자치도 태백시 통골2길 9,37.16673527,129.0354652
단국대학교부속소프트웨어고등학교,고등학교,서울특별시 강남구 대치동 1013-3,서울특별시 강남구 도곡로64길 21,37.49562483,127.0577682
거제장평중학교,중학교,경상남도 거제시 장평동 148,경상남도 거제시 장평4로 40,34.88608569,128.6064665
연무여자중학교,중학교,충청남도 논산시 연무읍 동산리 879,충청남도 논산시 연무읍 동안로887번길 5,36.13536466,127.1046328
기장초등학교,초등학교,부산광역시 기장군 기장읍 동부리 320,부산광역시 기장군 기장읍 읍내로 69,35.24577217,129.2127656
성일여자고등학교,고등학교,부산광역시 사하구 신평동 60-1,부산광역시 사하구 다대로 161,35.08949951,128.9800626
칠산초등학교,초등학교,경상남도 김해시 화목동 773-1,경상남도 김해시 칠산로413번길 16-2,35.21001649,128.8515415
북상초등학교,초등학교,경상남도 거창군 북상면 갈계리 1439-1,경상남도 거창군 북상면 송계로 731-18,35.78009585,127.8170386
대영고등학교,고등학교,서울특별시 영등포구 신길동 336-2,서울특별시 영등포구 도림로86길 16,37.50366109,126.9058657
대구아양초등학교,초등학교,대구광역시 동구 신암동 1463,대구광역시 동구 아양로 221,35.88746268,128.6374338
가수원중학교,중학교,대전광역시 서구 가수원동 806-18,대전광역시 서구 가수원로 26,36.29847211,127.354558
동원중학교,중학교,대구광역시 수성구 만촌동 254,대구광역시 수성구 효행로2길 81,35.87585642,128.6510708
서울양동초등학교,초등학교,서울특별시 양천구 신정동 941,서울특별시 양천구 오목로23길 24,37.52584826,126.8512402
한국과학영재학교,고등학교,부산광역시 부산진구 당감동 899,부산광역시 부산진구 백양관문로 105-47,35.16520011,129.0257844
대구남산고등학교,고등학교,대구광역시 수성구 수성동1가 96-16,대구광역시 수성구 신천동로 364,35.85731247,128.6091788
고헌중학교,중학교,울산광역시 북구 화봉동 1485-1,울산광역시 북구 박상진2로 81,35.59777915,129.364027
서감초등학교,초등학교,부산광역시 사상구 감전동 122-1,부산광역시 사상구 괘감로 64,35.15782029,128.9820602
부일외국어고등학교,고등학교,부산광역시 사하구 감천동 634-61,부산광역시 사하구 감천로73번길 36,35.09073609,129.0025604
부산센텀여자고등학교,고등학교,부산광역시 해운대구 우동 1025-127,부산광역시 해운대구 해운대로469번길 50-1,35.16591884,129.1443578
불로중학교,중학교,대구광역시 동구 불로동 1010,대구광역시 동구 방천로5길 8,35.89830061,128.6344118
오륜중학교,중학교,서울특별시 송파구 방이동 89-7,서울특별시 송파구 양재대로 1242,37.51632395,127.1389238
대구범일초등학교,초등학교,대구광역시 수성구 범물동 1364,대구광역시 수성구 범안로4길 22,35.81631646,128.6388284
대구복명초등학교,초등학교,대구광역시 수성구 범물동 1293,대구광역시 수성구 범안로20길 8,35.8176268,128.6472131
안중초등학교,초등학교,충청남도 태안군 안면읍 중장리 653,충청남도 태안군 안면읍 율포길 31,36.47401169,126.3722967
대전중원초등학교,초등학교,대전광역시 대덕구 중리동 371-5,대전광역시 대덕구 중리로64번길 45,36.3658142,127.4280277
용아초등학교,초등학교,충청북도 청주시 상당구 용암동 236-6,충청북도 청주시 상당구 중고개로142번길 32-15,36.61822602,127.522454
광주자동화설비마이스터고등학교,고등학교,광주광역시 광산구 우산동 1084,광주광역시 광산구 사암로92번길 136-26,35.15002094,126.8140921
부산디지털고등학교,고등학교,부산광역시 중구 영주동 446-2,부산광역시 중구 망양로 356,35.10885429,129.0324467
김화공업고등학교,고등학교,강원특별자치도 철원군 서면 와수리 589-5,강원특별자치도 철원군 서면 와수1로 72,38.24340756,127.4349464
석천중학교,중학교,강원특별자치도 양구군 양구읍 정림리 230-1,강원특별자치도 양구군 양구읍 박수근로 327,38.1009114,127.9808197
기장중학교,중학교,부산광역시 기장군 기장읍 대라리 40,부산광역시 기장군 기장읍 읍내로 120,35.24488187,129.2183149
운호중학교,중학교,충청북도 청주시 서원구 모충동 132-13,충청북도 청주시 서원구 무심서로 375,36.62505317,127.4851868
문현고등학교,고등학교,울산광역시 동구 방어동 1008,울산광역시 동구 화잠7길 25,35.48239565,129.4091804
만리포중학교,중학교,충청남도 태안군 소원면 신덕리 631-2,충청남도 태안군 소원면 소근로 63-12,36.76552125,126.1939311
춘천여자고등학교,고등학교,강원특별자치도 춘천시 동면 만천리 산133-15,강원특별자치도 춘천시 동면 만천양지길 95,37.88848989,127.7635403
대전원신흥중학교,중학교,대전광역시 유성구 원신흥동 526,대전광역시 유성구 동서대로735번길 20,36.33301958,127.3453452
공산중학교,중학교,대구광역시 동구 백안동 560-5,대구광역시 동구 팔공로197길 26,35.95506586,128.6906838
상명대학교사범대학부속여자고등학교,고등학교,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,37.60410891,126.9551595
세성초등학교,초등학교,충청북도 충주시 살미면 세성리 147,충청북도 충주시 살미면 매남이길 31,36.90479486,127.9692482
도리초등학교,초등학교,제주특별자치도 제주시 도두일동 2430-1,제주특별자치도 제주시 도리로 129,33.50185617,126.4654959
대구장산초등학교,초등학교,대구광역시 달서구 용산동 957,대구광역시 달서구 장산로 30,35.85483742,128.5265018
철암초등학교,초등학교,강원특별자치도 태백시 철암동 341-7,강원특별자치도 태백시 동태백로 584,37.12174675,129.0429224
울산중앙중학교,중학교,울산광역시 남구 신정동 859-3,울산광역시 남구 중앙로63번길 5,35.5260243,129.3156805
수완하나중학교,중학교,광주광역시 광산구 수완동 973,광주광역시 광산구 수완로105번길 47,35.19420808,126.8275242
광명남초등학교,초등학교,경기도 광명시 광명동 295-58,경기도 광명시 광명로 866-9,37.47512709,126.8537024
광명동초등학교,초등학교,경기도 광명시 철산동 78-4,경기도 광명시 연서일로 25,37.48395182,126.8633963
청학초등학교,초등학교,부산광역시 영도구 청학동 412-3,부산광역시 영도구 청학로 49,35.09320176,129.0595039
중일고등학교,고등학교,대전광역시 유성구 관평동 671,대전광역시 유성구 배울2로 68,36.42052491,127.3886965
영신중학교,중학교,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,35.92000422,128.646424
부일전자디자인고등학교,고등학교,부산광역시 사하구 감천동 634-61,부산광역시 사하구 감천로73번길 36,35.09073609,129.0025604
서울영상고등학교,고등학교,서울특별시 양천구 신정동 984,서울특별시 양천구 목동로11길 46,37.52330444,126.8602935
대전교촌초등학교,초등학교,대전광역시 유성구 교촌동 618,대전광역시 유성구 진잠로149번길 42,36.30602189,127.3167705
김해중학교,중학교,경상남도 김해시 부원동 39,경상남도 김해시 호계로 456,35.23110531,128.8861356
신명여자중학교,중학교,대구광역시 수성구 수성동1가 96-16,대구광역시 수성구 신천동로 364,35.85731247,128.6091788
대구명덕초등학교,초등학교,대구광역시 중구 남산동 2113,대구광역시 중구 남산로2길 125,35.85754073,128.5890267
황지고등학교,고등학교,강원특별자치도 태백시 황지동 232,강원특별자치도 태백시 번영로 179,37.16112037,128.9855688
사직여자고등학교,고등학교,부산광역시 동래구 사직동 981-1,부산광역시 동래구 쇠미로27번길 21,35.1968431,129.0514472
수곡초등학교,초등학교,충청북도 청주시 서원구 수곡동 779,충청북도 청주시 서원구 수곡로 73,36.61836437,127.4711256
보수초등학교,초등학교,부산광역시 중구 보수동1가 50-1,부산광역시 중구 흑교로 74,35.10607215,129.024219
계촌중학교,중학교,강원특별자치도 평창군 방림면 계촌리 1372,강원특별자치도 평창군 방림면 계촌길 139,37.45278719,128.3088135
상평초등학교,초등학교,강원특별자치도 양양군 서면 상평리 18,강원특별자치도 양양군 서면 물윗구미길 25,38.07341515,128.5859389
서울강남초등학교,초등학교,서울특별시 동작구 상도1동 501-1,서울특별시 동작구 강남초등길 15,37.50619275,126.9533591
계동초등학교,초등학교,경상남도 김해시 대청동 333-1,경상남도 김해시 계동로 96,35.1847881,128.7956854
신탄진중학교,중학교,대전광역시 대덕구 석봉동 311-1,대전광역시 대덕구 석봉로 15,36.44731214,127.4234779
대구동부고등학교,고등학교,대구광역시 동구 각산동 199,대구광역시 동구 반야월북로 199,35.87429023,128.7190722
밀성제일고등학교,고등학교,경상남도 밀양시 내이동 590-1,경상남도 밀양시 밀양대로 2078,35.50218318,128.750145
안명초등학교,초등학교,경상남도 김해시 한림면 안하리 346-1,경상남도 김해시 한림면 안하로 28,35.30441614,128.8280099761
대전배울초등학교,초등학교,대전광역시 유성구 관평동 663,대전광역시 유성구 배울2로 8,36.4219077,127.3841459
상평초등학교공수전분교장,초등학교,강원특별자치도 양양군 서면 공수전리 31-4,강원특별자치도 양양군 서면 구룡령로 2855,38.0418679,128.5572842
광명고등학교,고등학교,경기도 광명시 철산동 234,경기도 광명시 오리로876번길 17,37.47857117,126.8659896
송해초등학교,초등학교,인천광역시 강화군 송해면 솔정리 640,인천광역시 강화군 송해면 전망대로 93-12,37.7694551,126.4610541
경운중학교,중학교,경상남도 김해시 내동 1115-3,경상남도 김해시 우암로 62,35.23612594,128.8618342
무거고등학교,고등학교,울산광역시 남구 무거동 1000,울산광역시 남구 대학로1번길 17-28,35.53627893,129.2507423
거제초등학교,초등학교,부산광역시 연제구 거제동 676-152,부산광역시 연제구 해맞이로 39,35.17807396,129.0675717
성서중학교,중학교,대구광역시 달서구 용산동 948,대구광역시 달서구 용산서로 63,35.8558081,128.5266048
서울상봉초등학교,초등학교,서울특별시 중랑구 상봉동 312-1,서울특별시 중랑구 동일로126가길 11,37.59797895,127.0831714
서울원광초등학교,초등학교,서울특별시 노원구 중계동 359,서울특별시 노원구 덕릉로76길 18,37.65431092,127.0749142
서울월계초등학교,초등학교,서울특별시 노원구 월계동 561,서울특별시 노원구 월계로45가길 10,37.62762424,127.0501876
우신고등학교,고등학교,서울특별시 구로구 궁동 230,서울특별시 구로구 부일로 917,37.49490231,126.8263536
주천고등학교,고등학교,강원특별자치도 영월군 주천면 주천리 1430,강원특별자치도 영월군 주천면 주천로89번길 41,37.27355179,128.2650794
대전신계초등학교,초등학교,대전광역시 서구 복수동 452,대전광역시 서구 복수동로 26,36.30195202,127.3780278
덕적중학교,중학교,인천광역시 옹진군 덕적면 진리 136,인천광역시 옹진군 덕적면 덕적남로 15,37.22538058,126.1481953
경구고등학교,고등학교,경상북도 구미시 봉곡동 279,경상북도 구미시 봉곡로9길 25,36.14854107,128.307609
용인신촌초등학교,초등학교,경기도 용인시 수지구 죽전동 1299,경기도 용인시 수지구 죽전로27번길 14-19,37.32314253,127.1136656
안남중학교,중학교,경상남도 창원시 성산구 대방동 373,경상남도 창원시 성산구 창이대로899번길 13,35.20557657,128.7080778
명덕초등학교,초등학교,전라남도 장흥군 회진면 대리 626,전라남도 장흥군 회진면 회진로 805-17,34.47911715,126.9665976
별량초등학교,초등학교,전라남도 순천시 별량면 봉림리 158-1,전라남도 순천시 별량면 별량길 58,34.87574964,127.4521136
풍덕초등학교,초등학교,경기도 용인시 수지구 풍덕천동 664-1,경기도 용인시 수지구 수지로 367,37.33007411,127.0952528
매원초등학교,초등학교,경기도 수원시 영통구 원천동 595,경기도 수원시 영통구 광교호수공원로 100,37.27438801,127.0637213
돌마고등학교,고등학교,경기도 성남시 분당구 이매동 265,경기도 성남시 분당구 이매로 105,37.39327801,127.1321643
청리중학교,중학교,경상북도 상주시 청리면 청하리 954-5,경상북도 상주시 청리면 청하3길 35-16,36.33130095,128.1275037
영강초등학교,초등학교,전라남도 나주시 삼영동 96,전라남도 나주시 영강길 14,35.00697423,126.7125668
초평초등학교,초등학교,충청북도 진천군 초평면 금곡리 712-2,충청북도 진천군 초평면 초동로 143,36.84759282,127.5378317
연서초등학교,초등학교,부산광역시 연제구 연산동 583-3,부산광역시 연제구 거제천로270번길 30,35.19095316,129.0866023
삼성초등학교,초등학교,경기도 안양시 만안구 석수동 168-1,경기도 안양시 만안구 경수대로 1240,37.4195128,126.9119847
인천검단초등학교,초등학교,인천광역시 서구 마전동 산26-3,인천광역시 서구 마전로115번길 24,37.61079703,126.6697067
동성초등학교,초등학교,충청북도 음성군 맹동면 동성리 452,충청북도 음성군 맹동면 학예로 50,36.9130216,127.5441132
현산중학교,중학교,전라남도 해남군 현산면 일평리 507,전라남도 해남군 현산면 탑동리길 39,34.45850567,126.5577407
흥덕초등학교,초등학교,충청북도 청주시 흥덕구 운천동 865,충청북도 청주시 흥덕구 흥덕로 121,36.64563419,127.4737553
한일중학교,중학교,충청북도 음성군 음성읍 읍내리 755,충청북도 음성군 음성읍 예술로 34,36.93614885,127.6852495
한터초등학교,초등학교,경기도 용인시 처인구 양지면 대대리 577,경기도 용인시 처인구 양지면 한터로571번길 4,37.26199118,127.2682539
문의중학교,중학교,충청북도 청주시 상당구 문의면 미천리 108-2,충청북도 청주시 상당구 문의면 대청호반로 832,36.51585586,127.5011211
운천초등학교,초등학교,경기도 오산시 부산동 778-4,경기도 오산시 운암로 116,37.15595103,127.0797631
죽장초등학교상옥분교장,초등학교,경상북도 포항시 북구 죽장면 상옥리 748-1,경상북도 포항시 북구 죽장면 죽장로 1815,36.24665359,129.2138948
성덕초등학교,초등학교,충청남도 논산시 은진면 성덕리 218,충청남도 논산시 은진면 원앙로 1174,36.17664313,127.1293598
용당초등학교,초등학교,전라남도 영암군 삼호읍 용당리 378,전라남도 영암군 삼호읍 아산길 26-10,34.76191557,126.3996953
진평중학교,중학교,경상북도 구미시 진평동 178,경상북도 구미시 인동20길 70,36.09501035,128.4218139
예천초등학교,초등학교,경상북도 예천군 예천읍 서본리 49-6,경상북도 예천군 예천읍 효자로 43,36.65581127,128.4502002
화산초등학교,초등학교,경상북도 영천시 화산면 유성리 607-1,경상북도 영천시 화산면 장수로 942-9,36.02021026,128.8545314
해성국제컨벤션고등학교,고등학교,서울특별시 동대문구 전농동 90-3,서울특별시 동대문구 전농로20길 31,37.5818726,127.0569769
묘산중학교,중학교,경상남도 합천군 묘산면 산제리 10,경상남도 합천군 묘산면 묘산로 157-70,35.66049728,128.1135315
기북초등학교,초등학교,경상북도 포항시 북구 기북면 용기리 126-8,경상북도 포항시 북구 기북면 기북로 452,36.12939435,129.1676241
성수중학교,중학교,서울특별시 성동구 성수동1가 685-143,서울특별시 성동구 서울숲길 18,37.54734181,127.0382534
성동초등학교,초등학교,경상북도 상주시 성동동 77,경상북도 상주시 성동새싹길 14,36.41470707,128.1709229
용인대덕초등학교,초등학교,경기도 용인시 수지구 죽전동 1158,경기도 용인시 수지구 죽전로293번길 14,37.33681391,127.1259149
구산중학교,중학교,인천광역시 부평구 부개동 497-4,인천광역시 부평구 수변로 199,37.5046493,126.7418432
중화고등학교,고등학교,서울특별시 중랑구 중화동 21-4,서울특별시 중랑구 봉화산로27길 62,37.60481461,127.0836541
인천전자마이스터고등학교,고등학교,인천광역시 동구 송림동 47-11,인천광역시 미추홀구 석정로 165,37.47099649,126.6548626
진도지산중학교,중학교,전라남도 진도군 지산면 인지리 194-7,전라남도 진도군 지산면 인지독치1길 21-62,34.41824058,126.1711116
경화여자English Business고등학교,고등학교,경기도 광주시 송정동 52-1,경기도 광주시 수하길11번길 43,37.41824307,127.2639914
헌산중학교,중학교,경기도 용인시 처인구 원삼면 사암리 883,경기도 용인시 처인구 원삼면 내동로 50-13,37.17384579,127.2958775
관인초등학교,초등학교,경기도 포천시 관인면 탄동리 664-1,경기도 포천시 관인면 관인로 5,38.15606601,127.2497002
동화고등학교,고등학교,경기도 남양주시 다산동 4106,경기도 남양주시 경춘로 434,37.60793099,127.1619037
구성고등학교,고등학교,경기도 용인시 기흥구 마북동 545-8,경기도 용인시 기흥구 연원로42번길 47,37.29914483,127.1156348
서울구로남초등학교,초등학교,서울특별시 구로구 구로동 253,서울특별시 구로구 디지털로27길 76,37.48420602,126.8902182
서정리초등학교,초등학교,경기도 평택시 서정동 278,경기도 평택시 서두물로 21,37.05836093,127.0581637
비안초등학교,초등학교,경상북도 의성군 비안면 이두리 287,경상북도 의성군 비안면 강변길 105,36.33748618,128.4949144
백령중학교,중학교,인천광역시 옹진군 백령면 북포리 246,인천광역시 옹진군 백령면 백령로 708,37.96444697,124.6760556
청안중학교,중학교,충청북도 괴산군 청안면 읍내리 231,충청북도 괴산군 청안면 청안읍내로3길 20,36.77314442,127.641906
순천동산중학교,중학교,전라남도 순천시 조례동 1175,전라남도 순천시 유동길 40,34.95537245,127.5157917
의성남부초등학교,초등학교,경상북도 의성군 의성읍 도동리 670,경상북도 의성군 의성읍 문소1길 24,36.34314897,128.7023528
어방초등학교,초등학교,경상남도 김해시 어방동 767-3,경상남도 김해시 활천로 159,35.24007876,128.8991838
대전지족초등학교,초등학교,대전광역시 유성구 지족동 850,대전광역시 유성구 노은서로 238,36.38080834,127.3173106
와우초등학교,초등학교,경기도 화성시 봉담읍 동화리 188,경기도 화성시 봉담읍 식골길 14,37.22010434,126.9719098
도일초등학교,초등학교,경기도 시흥시 거모동 1379,경기도 시흥시 군자로465번길 7,37.34912731,126.7819203
성덕중학교,중학교,대전광역시 유성구 신성동 380-4,대전광역시 유성구 신성로 19,36.38693177,127.3445355
문척초등학교,초등학교,전라남도 구례군 문척면 월전리 286-1,전라남도 구례군 문척면 수달생태로 270,35.19214636,127.4898958
서남초등학교,초등학교,경상남도 양산시 물금읍 범어리 554,경상남도 양산시 물금읍 오봉로 28,35.32802601,128.9984144
인지초등학교,초등학교,충청남도 서산시 인지면 둔당리 산43-6,충청남도 서산시 인지면 둔산1길 1,36.75615023,126.4249945
조마초등학교,초등학교,경상북도 김천시 조마면 강곡리 237,경상북도 김천시 조마면 강곡1길 16-69,36.03270244,128.0992255
유구초등학교,초등학교,충청남도 공주시 유구읍 석남리 189-2,충청남도 공주시 유구읍 유구초교길 12,36.55450238,126.949794
계룡고등학교,고등학교,충청남도 계룡시 두마면 농소리 778,충청남도 계룡시 두마면 서금암로 89,36.26810412,127.258139
서울보라매초등학교,초등학교,서울특별시 동작구 신대방동 488-1,서울특별시 동작구 여의대방로16길 30,37.49585189,126.9161445
신장중학교,중학교,경기도 하남시 신장동 527-1,경기도 하남시 대청로59번길 37,37.54312025,127.218857
한일여자중학교,중학교,경상북도 김천시 교동 527-1,경상북도 김천시 한일길 11-30,36.13774035,128.0958438
포항여자전자고등학교,고등학교,경상북도 포항시 북구 용흥동 430,경상북도 포항시 북구 용흥로291번길 19,36.05062684,129.3477758
예원초등학교,초등학교,경기도 화성시 석우동 52,경기도 화성시 동탄반석로 259,37.21116575,127.076189
작전고등학교,고등학교,인천광역시 계양구 작전동 80,인천광역시 계양구 봉오대로729번길 27,37.53284074,126.7301792
경문고등학교,고등학교,서울특별시 동작구 동작동 산4-2,서울특별시 동작구 동작대로 171,37.49341886,126.9822734
상갈초등학교,초등학교,경기도 용인시 기흥구 상갈동 462,경기도 용인시 기흥구 금화로58번길 17,37.26425129,127.1109979
축산중학교,중학교,경상북도 영덕군 축산면 도곡리 450,경상북도 영덕군 축산면 도곡1길 54,36.51351428,129.4063797
증산초등학교,초등학교,강원특별자치도 정선군 남면 무릉리 412-5,강원특별자치도 정선군 남면 민둥산로 12,37.25492831,128.7807294
지평중학교,중학교,경기도 양평군 지평면 지평리 553,경기도 양평군 지평면 지평로 418,37.47447401,127.6345589
광의초등학교,초등학교,전라남도 구례군 용방면 신지리 585,전라남도 구례군 광의면 광의초교길 23,35.25937074,127.4457859
재릉초등학교,초등학교,제주특별자치도 제주시 한림읍 협재리 2660,제주특별자치도 제주시 한림읍 한림로 288-18,33.38866901,126.2383722
인천석남초등학교,초등학교,인천광역시 서구 석남동 109-32,인천광역시 서구 서달로130번길 4,37.50977877,126.680264
영화국제관광고등학교,고등학교,인천광역시 동구 창영동 36,인천광역시 동구 우각로 39,37.47139745,126.6403955
계산고등학교,고등학교,인천광역시 계양구 계산동 907,인천광역시 계양구 주부토로 588,37.54718933,126.7297335
동인천고등학교,고등학교,인천광역시 남동구 만수동 5-394,인천광역시 남동구 만수로75번길 71-15,37.46583064,126.7352326
고흥과역중학교,중학교,전라남도 고흥군 과역면 과역리 535,전라남도 고흥군 과역면 고흥로 2939-3,34.6756715,127.3579036
제일초등학교,초등학교,경기도 용인시 처인구 양지면 제일리 488-1,경기도 용인시 처인구 양지면 중부대로2517번길 42-7,37.24280483,127.3135289
인하대학교사범대학부속고등학교,고등학교,인천광역시 미추홀구 학익동 306-30,인천광역시 미추홀구 재넘이길123번길 29,37.44596571,126.6628662
김천동신초등학교,초등학교,경상북도 김천시 신음동 1308,경상북도 김천시 신음새동네길 116,36.1314424,128.1218127
