school_name,school_level,lot_address,road_address,latitude,longitude
진주봉원중학교,중학교,경상남도 진주시 상봉동 1445,경상남도 진주시 진주성로 169,35.20497214,128.0736008
산양초등학교,초등학교,경기도 용인시 기흥구 신갈동 162,경기도 용인시 기흥구 산양로 2,37.28379756,127.108588
성주중학교,중학교,경상북도 성주군 성주읍 예산리 640,경상북도 성주군 성주읍 주천로 15-18,35.92783552,128.2834315
광양덕례초등학교,초등학교,전라남도 광양시 광양읍 덕례리 448,전라남도 광양시 광양읍 서산길 77,34.9687521,127.5702953
이일여자고등학교,고등학교,전북특별자치도 익산시 인화동1가 2-42,전북특별자치도 익산시 평동로7길 30,35.93458743,126.9489825
진제초등학교,초등학교,광주광역시 남구 진월동 235-1,광주광역시 남구 서문대로654번길 45,35.11565077,126.9031537
장양초등학교,초등학교,강원특별자치도 원주시 태장동 1941,강원특별자치도 원주시 북원로 2868,37.39858148,127.9532647
북악중학교,중학교,서울특별시 성북구 정릉동 640-3,서울특별시 성북구 정릉로12길 41,37.60700905,127.0016095
나주북초등학교,초등학교,전라남도 나주시 청동 221,전라남도 나주시 청암길 47-23,35.04811858,126.7277708
은계초등학교,초등학교,경기도 시흥시 대야동 584,경기도 시흥시 대은로103번길 24,37.44756188,126.7978235
홍천초등학교,초등학교,경기도 용인시 수지구 신봉동 910,경기도 용인시 수지구 신봉2로14번길 49,37.32663648,127.0798022
백문초등학교,초등학교,경기도 구리시 교문동 808-1,경기도 구리시 장자대로13번길 12,37.58859949,127.1327808
거학초등학교,초등학교,부산광역시 연제구 거제동 240,부산광역시 연제구 교대로24번길 36,35.19747831,129.0768469
전주솔빛중학교,중학교,전북특별자치도 전주시 덕진구 송천동1가 127-29,전북특별자치도 전주시 덕진구 솔내6길 33,35.85903251,127.124056
두광중학교,중학교,울산광역시 울주군 두서면 인보리 97-1,울산광역시 울주군 두서면 반구대로 1930-5,35.65515117,129.1689031
광일초등학교,초등학교,경기도 광명시 광명동 365-38,경기도 광명시 목감로 34-6,37.47162377,126.8469394
영동초등학교,초등학교,경기도 수원시 영통구 영통동 967-4,경기도 수원시 영통구 봉영로1517번길 40,37.24980193,127.0660942
나비초등학교,초등학교,경기도 김포시 구래동 6893-5,경기도 김포시 김포한강10로134번길 70,37.64021544,126.6259953
대구동원초등학교,초등학교,대구광역시 수성구 만촌동 934,대구광역시 수성구 국채보상로 1000,35.86486801,128.6398865
정재초등학교,초등학교,경기도 안산시 상록구 부곡동 225-5,경기도 안산시 상록구 정재초교길 11,37.33848608,126.8648857
한양대학교사범대학부속중학교,중학교,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42,37.56191884,127.042324
장성삼서중학교,중학교,전라남도 장성군 삼서면 대곡리 297-1,전라남도 장성군 삼서면 대곡한실길 20,35.22922533,126.6518544
인천송원초등학교,초등학교,인천광역시 연수구 송도동 162-2,인천광역시 연수구 송도과학로51번길 60,37.38595715,126.6692883
제천디지털전자고등학교,고등학교,충청북도 제천시 봉양읍 팔송리 360,충청북도 제천시 봉양읍 팔송로 84,37.14132233,128.1156999
인천금곡초등학교,초등학교,인천광역시 서구 금곡동 721-1,인천광역시 서구 완정로228번길 19,37.6054434,126.6506099898
서울선유초등학교,초등학교,서울특별시 영등포구 양평동3가 91,서울특별시 영등포구 선유로43가길 14,37.53287919,126.8927768
단구초등학교,초등학교,강원특별자치도 원주시 단구동 106,강원특별자치도 원주시 단구초교길 5,37.32258023,127.9638908
갈산중학교,중학교,인천광역시 부평구 갈산동 372,인천광역시 부평구 주부토로 166,37.5102242,126.7265421
상지미래경영고등학교,고등학교,경상북도 상주시 함창읍 오동리 635,경상북도 상주시 함창읍 함창중앙로 176,36.5693225,128.1851504
경기대명고등학교,고등학교,경기도 수원시 권선구 당수동 122,경기도 수원시 권선구 수인로598번길 3-24,37.29601975,126.9399849
세인고등학교,고등학교,전북특별자치도 완주군 화산면 운산리 110-1,전북특별자치도 완주군 화산면 화산로 1486,36.06863841,127.153994
보성고등학교,고등학교,전라남도 보성군 보성읍 용문리 200-1,전라남도 보성군 보성읍 용문길 48,34.77571293,127.0942137
경북중부중학교,중학교,경상북도 의성군 비안면 이두리 341,경상북도 의성군 비안면 이두2길 5,36.33826988,128.4912044
시흥초등학교,초등학교,제주특별자치도 서귀포시 성산읍 시흥리 1214-4,제주특별자치도 서귀포시 성산읍 시흥상동로 113,33.47972349,126.8949188
용문중학교,중학교,경기도 양평군 용문면 마룡리 663-2,경기도 양평군 용문면 용문로 437,37.49187337,127.5988154
서울은진초등학교,초등학교,서울특별시 은평구 진관동 104,서울특별시 은평구 진관1로 21-20,37.63303012,126.920996
용문초등학교,초등학교,경기도 양평군 용문면 광탄리 154,경기도 양평군 용문면 용문로 837,37.50983973,127.6328251
원촌초등학교,초등학교,전라남도 구례군 산동면 원촌리 214,전라남도 구례군 산동면 원촌길 123,35.3162475,127.4387736
이리여자고등학교,고등학교,전북특별자치도 익산시 남중동 201-5,전북특별자치도 익산시 익산대로24길 8-5,35.94486815,126.9513174
인천장도초등학교,초등학교,인천광역시 남동구 논현동 600-2,인천광역시 남동구 포구로 112,37.40789739,126.7336259
운곡초등학교,초등학교,충청남도 청양군 운곡면 신대리 598,충청남도 청양군 운곡면 청신로 882,36.52488765,126.8462863
난곡중학교,중학교,서울특별시 금천구 독산동 906-41,서울특별시 금천구 문성로 67,37.47804558,126.9107916
보문중학교,중학교,대전광역시 동구 삼성동 283-58,대전광역시 동구 우암로 57,36.33697696,127.4241521
가산초등학교,초등학교,강원특별자치도 춘천시 동면 지내리 136-2,강원특별자치도 춘천시 동면 가산로 52,37.90800105,127.7824565
칠곡초등학교,초등학교,경상남도 의령군 칠곡면 외조리 85-2,경상남도 의령군 칠곡면 칠곡로 59,35.34116838,128.195675
백초초등학교,초등학교,전라남도 여수시 돌산읍 우두리 712,전라남도 여수시 돌산읍 돌산로 3560-10,34.72950215,127.7444558
청룡초등학교,초등학교,경기도 화성시 비봉면 청요리 571,경기도 화성시 비봉면 주석로 610,37.20084555,126.8886257
강일중학교,중학교,서울특별시 강동구 암사동 414-17,서울특별시 강동구 고덕로27길 12,37.5553497,127.1382586
연천초등학교,초등학교,경기도 연천군 연천읍 차탄리 72,경기도 연천군 연천읍 연천로 228,38.09770924,127.0753111
삼척초등학교,초등학교,강원특별자치도 삼척시 교동 586,강원특별자치도 삼척시 교동로 43,37.44968087,129.1676311
황등중학교,중학교,전북특별자치도 익산시 황등면 황등리 626-1,전북특별자치도 익산시 황등면 황금로 18,36.00753655,126.9459699
진주제일중학교,중학교,경상남도 진주시 평거동 748-2,경상남도 진주시 평거로 60,35.1756149,128.0666949
가림고등학교,고등학교,인천광역시 서구 가좌동 30-92,인천광역시 서구 원적로 58,37.49261929,126.6812015
샛별중학교,중학교,경기도 성남시 분당구 수내동 164-3,경기도 성남시 분당구 불정로 288,37.36813084,127.1299286
성의여자고등학교,고등학교,경상북도 김천시 평화동 406-6,경상북도 김천시 평화순환길 250-11,36.11961289,128.1133186
양지초등학교,초등학교,광주광역시 북구 양산동 928,광주광역시 북구 자라봉로63번길 16,35.20842044,126.8812042
동남초등학교,초등학교,제주특별자치도 서귀포시 성산읍 고성리 1128-1,제주특별자치도 서귀포시 성산읍 고성오조로 55,33.4493879,126.9140525
안남초등학교,초등학교,경상남도 창원시 성산구 대방동 368,경상남도 창원시 성산구 가양로 158,35.20909049,128.7103746
모현중학교,중학교,경기도 용인시 처인구 모현읍 일산리 540,경기도 용인시 처인구 모현읍 문현로189번길 5,37.3438498,127.231589
연천초등학교,초등학교,부산광역시 연제구 연산동 378-11,부산광역시 연제구 과정로225번길 46,35.18621999,129.1004919
인천가좌여자중학교,중학교,인천광역시 서구 석남동 115,인천광역시 서구 서달로 110,37.50858787,126.679282
보광중학교,중학교,경상남도 양산시 하북면 순지리 125-5,경상남도 양산시 하북면 신평로 46,35.4918218,129.0873838
목포정명여자고등학교,고등학교,전라남도 목포시 양동 86-1,전라남도 목포시 삼일로 45,34.79640482,126.3831138
광문중학교,중학교,경기도 광명시 광명동 735-1,경기도 광명시 덕단이로 43,37.46687915,126.8528284
대전화정초등학교,초등학교,대전광역시 대덕구 오정동 93-1,대전광역시 대덕구 한밭대로1024번길 20,36.35736046,127.4119089
서천여자중학교,중학교,충청남도 서천군 서천읍 군사리 356-17,충청남도 서천군 서천읍 군청로 84,36.08139458,126.6938200273
대평초등학교,초등학교,경기도 수원시 장안구 정자동 871-2,경기도 수원시 장안구 대평로 111,37.29774522,126.9907648
사평초등학교,초등학교,전라남도 화순군 사평면 사평리 951,전라남도 화순군 사평면 김삿갓로 3,35.00822955,127.0923337
서울미동초등학교,초등학교,서울특별시 서대문구 미근동 36-1,서울특별시 서대문구 충정로 52,37.56335057,126.9658506
불은초등학교,초등학교,인천광역시 강화군 불은면 두운리 550-1,인천광역시 강화군 불은면 불은남로544번길 9,37.6836163,126.4874954
한송초등학교,초등학교,충청북도 제천시 한수면 송계리 753,충청북도 제천시 한수면 미륵송계로6길 12,36.88300948,128.0800468
서울봉현초등학교,초등학교,서울특별시 관악구 봉천동 1704,서울특별시 관악구 성현로 117,37.49124068,126.9555874
서울은평초등학교,초등학교,서울특별시 은평구 녹번동 40-3,서울특별시 은평구 은평로 239,37.60230404,126.9340336
석봉초등학교,초등학교,경상남도 김해시 부곡동 1165-2,경상남도 김해시 월산로 27,35.19952631,128.8086852
충남체육고등학교,고등학교,충청남도 논산시 관촉동 296-15,충청남도 논산시 체육로 82,36.19256093,127.1040311
서울컨벤션고등학교,고등학교,서울특별시 강동구 고덕동 295-1,서울특별시 강동구 동남로 964,37.5592845,127.1580303
의성유니텍고등학교,고등학교,경상북도 의성군 의성읍 중리리 532,경상북도 의성군 의성읍 문소1길 164,36.35494747,128.7010442
성산중학교,중학교,서울특별시 마포구 합정동 365-1,서울특별시 마포구 성지1길 32-13,37.54731637,126.9165628
안강제일초등학교,초등학교,경상북도 경주시 안강읍 양월리 1146-4,경상북도 경주시 안강읍 안강중앙로 189,35.99441293,129.2210344
송운초등학교,초등학교,부산광역시 해운대구 반송동 893,부산광역시 해운대구 신반송로 20,35.22861126,129.1573917
목포제일중학교,중학교,전라남도 목포시 용해동 170-5,전라남도 목포시 삼학로 277,34.79613159,126.4069043
한계초등학교,초등학교,강원특별자치도 인제군 북면 한계리 1044,강원특별자치도 인제군 북면 한계1길 33,38.14045235,128.2577083
한빛누리고등학교,고등학교,경기도 동두천시 생연동 522-1,경기도 동두천시 동광로 124,37.91198659,127.0610716
울산여자고등학교,고등학교,울산광역시 남구 신정동 1209-1,울산광역시 남구 삼산로9번길 16,35.5355867,129.3095958
연무중학교,중학교,경기도 수원시 영통구 이의동 1325,경기도 수원시 영통구 센트럴타운로100번길 30,37.29290141,127.0518821
인수중학교,중학교,서울특별시 강북구 수유동 551,서울특별시 강북구 인수봉로75길 10,37.64386667,127.0099213
건국대학교사범대학부속고등학교,고등학교,서울특별시 광진구 화양동 528,서울특별시 광진구 능동로 120,37.53918267,127.0747119
문성중학교,중학교,서울특별시 금천구 독산동 61,서울특별시 금천구 독산로102길 78,37.4754682,126.9084938
배명중학교,중학교,서울특별시 송파구 삼전동 172-1,서울특별시 송파구 삼학사로 11,37.4976895,127.0958118
석정여자고등학교,고등학교,인천광역시 남동구 간석동 614-11,인천광역시 남동구 방축로469번길 27,37.46866507,126.694192
목포청호초등학교,초등학교,전라남도 목포시 옥암동 966,전라남도 목포시 옥암로96번길 25,34.81028938,126.4278786
분당영덕여자고등학교,고등학교,경기도 성남시 분당구 야탑동 455,경기도 성남시 분당구 판교로592번길 13,37.40529859,127.1394071
서곶중학교,중학교,인천광역시 서구 연희동 734-2,인천광역시 서구 대평로56번길 22,37.54935316,126.6711893
미사중학교,중학교,경기도 하남시 망월동 1181,경기도 하남시 미사강변한강로334번길 70,37.55852287,127.1996957
서신초등학교,초등학교,경기도 화성시 서신면 매화리 333,경기도 화성시 서신면 매화3길 17,37.17011249,126.7078399
대암중학교,중학교,강원특별자치도 양구군 동면 지석리 470,강원특별자치도 양구군 동면 남동로 651,38.18337919,128.0356787
삼성생활예술고등학교,고등학교,경상북도 경주시 내남면 이조리 585,경상북도 경주시 내남면 이조중앙길 27,35.75247154,129.1993527
영천중학교,중학교,광주광역시 광산구 월곡동 681-3,광주광역시 광산구 사암로340번안길 21,35.17701628,126.8109229
남강고등학교,고등학교,서울특별시 관악구 신림동 627-1,서울특별시 관악구 난곡로34길 80,37.47137567,126.9249091
보길동초등학교,초등학교,전라남도 완도군 보길면 중통리 379-1,전라남도 완도군 보길면 중리1길 6-18,34.16332678,126.5925685
진도실업고등학교,고등학교,전라남도 진도군 진도읍 교동리 596-1,전라남도 진도군 진도읍 교동3길 10,34.48303174,126.2600368
하단초등학교,초등학교,부산광역시 사하구 하단동 593-1,부산광역시 사하구 하신중앙로 321,35.10545886,128.9648646
상월초등학교,초등학교,충청남도 논산시 상월면 신충리 25,충청남도 논산시 상월면 백일헌로 1025-13,36.29382786,127.139977
신연중학교,중학교,서울특별시 서대문구 연희동 1-107,서울특별시 서대문구 모래내로 408,37.58271543,126.9398364
한림고등학교,고등학교,제주특별자치도 제주시 한림읍 옹포리 777,제주특별자치도 제주시 한림읍 월계로 74,33.39775136,126.2583198
옥종초등학교,초등학교,경상남도 하동군 옥종면 청룡리 143-2,경상남도 하동군 옥종면 주포중앙길 14-13,35.1812401,127.8832607
다송초등학교,초등학교,부산광역시 사하구 다대동 93,부산광역시 사하구 다대로381번길 17,35.06932631,128.9798381
대부초등학교,초등학교,경기도 안산시 단원구 대부북동 222,경기도 안산시 단원구 대부중앙로 56,37.24561396,126.5805449
청송고등학교,고등학교,경상북도 청송군 청송읍 금곡리 815-3,경상북도 청송군 청송읍 금곡1길 13,36.43000334,129.0576987
청운초등학교,초등학교,강원특별자치도 동해시 쇄운동 75,강원특별자치도 동해시 청운로 60,37.48530257,129.1041723
인천여자중학교,중학교,인천광역시 연수구 동춘동 932-1,인천광역시 연수구 원인재로 47,37.40452387,126.6739504
삼기중학교,중학교,전북특별자치도 익산시 삼기면 간촌리 77,전북특별자치도 익산시 삼기면 황금로 499,36.02164678,126.9839093
저청중학교,중학교,제주특별자치도 제주시 한경면 청수리 417,제주특별자치도 제주시 한경면 중산간서로 3590,33.32556023,126.2529321
가은초등학교,초등학교,경상북도 문경시 가은읍 왕능리 292,경상북도 문경시 가은읍 가은로 129,36.64373946,128.0630824
표선초등학교,초등학교,제주특별자치도 서귀포시 표선면 표선리 456,제주특별자치도 서귀포시 표선면 표선동서로 293,33.32994427,126.834314
인천관교초등학교,초등학교,인천광역시 미추홀구 관교동 334,인천광역시 미추홀구 인하로 414,37.44625655,126.692779972
수현초등학교,초등학교,경기도 화성시 봉담읍 수영리 576-1,경기도 화성시 봉담읍 상리3길 110,37.22752589,126.950317
대구동도초등학교,초등학교,대구광역시 수성구 범어동 784-2,대구광역시 수성구 동대구로57길 8,35.85709448,128.6240176
송림초등학교,초등학교,경기도 수원시 장안구 정자동 889-1,경기도 수원시 장안구 대평로51번길 65,37.2912808,126.9917372
이리서초등학교,초등학교,전북특별자치도 익산시 남중동 458-7,전북특별자치도 익산시 익산대로 213,35.94527011,126.9489539
성남은행초등학교,초등학교,경기도 성남시 중원구 은행동 652,경기도 성남시 중원구 순환로447번길 11,37.46100227,127.1709005
덕진초등학교,초등학교,전라남도 영암군 덕진면 덕진리 310-2,전라남도 영암군 덕진면 백운선로 21,34.82148382,126.6987819
인천남부초등학교이작분교장,초등학교,인천광역시 옹진군 자월면 이작리 569,인천광역시 옹진군 자월면 대이작로 60,37.17676235,126.2527598
영선고등학교,고등학교,전북특별자치도 고창군 무장면 무장리 431-1,전북특별자치도 고창군 무장면 왕제산로 713,35.41422378,126.5580061
문의초등학교,초등학교,충청북도 청주시 상당구 문의면 미천리 228,충청북도 청주시 상당구 문의면 문의시내1길 28-23,36.51865565,127.4935076
강릉정보공업고등학교,고등학교,강원특별자치도 강릉시 주문진읍 교항리 48-123,강원특별자치도 강릉시 주문진읍 학교길 26,37.88054161,128.8307453
초지고등학교,고등학교,경기도 안산시 단원구 초지동 725-1,경기도 안산시 단원구 광덕1로 13,37.31002122,126.8110074
점촌북초등학교,초등학교,경상북도 문경시 유곡동 139,경상북도 문경시 유곡불정로 154,36.62658366,128.1573755
영통중학교,중학교,경기도 수원시 영통구 영통동 964-2,경기도 수원시 영통구 영통로 316,37.2536188,127.0637499
운정고등학교,고등학교,경기도 파주시 목동동 1146,경기도 파주시 와석순환로 267,37.72204425,126.7363199
제천중학교,중학교,충청북도 제천시 서부동 251,충청북도 제천시 의병대로 29,37.13942849,128.2043508
포항이동중학교,중학교,경상북도 포항시 남구 이동 664,경상북도 포항시 남구 대이로 170,36.03035784,129.340069
신례원초등학교,초등학교,충청남도 예산군 예산읍 신례원리 256-2,충청남도 예산군 예산읍 신례원로 179,36.72568143,126.8421305
전북동화중학교,중학교,전북특별자치도 정읍시 태인면 태창리 217-2,전북특별자치도 정읍시 태인면 정읍북로 1238,35.65059282,126.9374917
구덕초등학교,초등학교,부산광역시 서구 서대신동3가 41-1,부산광역시 서구 보수대로 312,35.1204163,129.0125412
인천해서초등학교,초등학교,인천광역시 계양구 계산동 783-5,인천광역시 계양구 계산로 42-1,37.54015932,126.7177114
안평초등학교,초등학교,경상북도 의성군 안평면 박곡리 894,경상북도 의성군 안평면 안평의성로 10,36.37667859,128.5810573
화순도곡중학교,중학교,전라남도 화순군 도곡면 천암리 134,전라남도 화순군 도곡면 천암1길 64,35.01329938,126.9098398
서울서빙고초등학교,초등학교,서울특별시 용산구 서빙고동 235-1,서울특별시 용산구 서빙고로51길 14,37.52206892,126.9923004
이호중학교,중학교,경기도 안산시 상록구 본오동 1214,경기도 안산시 상록구 충장로 50,37.28587748,126.8570207
덕화중학교,중학교,대구광역시 수성구 상동 328-1,대구광역시 수성구 들안로9길 36,35.83275858,128.6150457
선운중학교,중학교,광주광역시 광산구 선암동 580,광주광역시 광산구 선운로20번길 37,35.14824229,126.7748261
야탑초등학교,초등학교,경기도 성남시 분당구 야탑동 333,경기도 성남시 분당구 양현로 400,37.41661561,127.1256267
전주교육대학교전주부설초등학교,초등학교,전북특별자치도 전주시 완산구 서서학동 3-4,전북특별자치도 전주시 완산구 팔달로 74,35.80845873,127.1511138
덕포여자중학교,중학교,부산광역시 사상구 덕포동 136,부산광역시 사상구 사상로310번길 110,35.17036935,128.9861577
삼성여자고등학교,고등학교,제주특별자치도 서귀포시 토평동 893,제주특별자치도 서귀포시 검은여로 151,33.25435707,126.5835744
상하초등학교,초등학교,경기도 용인시 기흥구 상하동 674,경기도 용인시 기흥구 중부대로788번길 27,37.25702806,127.1405398
새터초등학교,초등학교,충청북도 청주시 청원구 사천동 200,충청북도 청주시 청원구 새터로 224,36.66719709,127.4710922
대전선암초등학교,초등학교,대전광역시 서구 관저동 1152,대전광역시 서구 관저중로 61,36.29742167,127.3340384
봉담고등학교,고등학교,경기도 화성시 봉담읍 동화리 570,경기도 화성시 봉담읍 상봉길 42,37.21786869,126.9538902
진천상업고등학교,고등학교,충청북도 진천군 진천읍 신정리 662-1,충청북도 진천군 진천읍 문화3길 25,36.84776396,127.443637
경기외국어고등학교,고등학교,경기도 의왕시 고천동 438-1,경기도 의왕시 고산로105번길 30,37.34807009,126.9597494
평은초등학교,초등학교,경상북도 영주시 평은면 평은리 1110-2,경상북도 영주시 평은면 평은로 939,36.76201856,128.694552
용두초등학교,초등학교,충청북도 제천시 하소동 405,충청북도 제천시 용두대로21길 36,37.14374225,128.1969402
함안여자중학교,중학교,경상남도 함안군 가야읍 도항리 463,경상남도 함안군 가야읍 고분길 107,35.27250669,128.4024888
해운대여자고등학교,고등학교,부산광역시 해운대구 우동 산100-2,부산광역시 해운대구 우동1로85번길 71,35.16960195,129.1530235
오산정보고등학교,고등학교,경기도 오산시 청학동 52-1,경기도 오산시 청학로5번길 20,37.15389008,127.059967
계곡초등학교,초등학교,전라남도 해남군 계곡면 성진리 231-1,전라남도 해남군 계곡면 성진길 6-37,34.64623575,126.6574783
냉정초등학교,초등학교,경기도 시흥시 정왕동 1872-3,경기도 시흥시 역전로 369,37.35779542,126.7351716
마산초등학교용전분교장,초등학교,전라남도 해남군 마산면 용전리 496-1,전라남도 해남군 마산면 산이로 117-69,34.59630735,126.5452399
중앙기독초등학교,초등학교,경기도 수원시 영통구 원천동 134,경기도 수원시 영통구 월드컵로 70,37.27533477,127.0576904
순심중학교,중학교,경상북도 칠곡군 왜관읍 왜관리 340,경상북도 칠곡군 왜관읍 평장2길 6,35.9864732,128.403217
고령고등학교,고등학교,경상북도 고령군 대가야읍 연조리 92,경상북도 고령군 대가야읍 우륵로 63,35.73565191,128.2701005
당동중학교,중학교,경기도 군포시 당동 982-2,경기도 군포시 용호1로21번길 12,37.34543137,126.9372674
포항남부초등학교,초등학교,경상북도 포항시 북구 용흥동 615-6,경상북도 포항시 북구 새천년대로 606,36.02852541,129.3559732
서현중학교,중학교,경기도 성남시 분당구 서현동 96-1,경기도 성남시 분당구 중앙공원로 54-1,37.3807546,127.1335296
신성초등학교,초등학교,경기도 수원시 영통구 영통동 1049-2,경기도 수원시 영통구 청명북로 42,37.25547143,127.0816557
산의초등학교,초등학교,경기도 수원시 영통구 이의동 1327,경기도 수원시 영통구 센트럴타운로22번길 25,37.29037137,127.057187
속초초등학교,초등학교,강원특별자치도 속초시 청학동 638,강원특별자치도 속초시 수복로 117,38.20151592,128.5811892
운주초등학교,초등학교,전북특별자치도 완주군 운주면 장선리 507-2,전북특별자치도 완주군 운주면 운주로 107,36.09215567,127.277917
부광고등학교,고등학교,인천광역시 부평구 산곡동 310-30,인천광역시 부평구 화랑로 28,37.48841975,126.7030714
김천여자고등학교,고등학교,경상북도 김천시 모암동 104-1,경상북도 김천시 모암사랑10길 9,36.12743631,128.1216469
성남정자초등학교,초등학교,경기도 성남시 분당구 정자동 6-2,경기도 성남시 분당구 분당수서로 442,37.37451655,127.1049139
대구한솔초등학교,초등학교,대구광역시 달서구 유천동 609,대구광역시 달서구 조암남로 172-13,35.81654474,128.5156958
명덕여자고등학교,고등학교,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10,37.55394399,126.8342914
능실중학교,중학교,경기도 수원시 권선구 호매실동 1390,경기도 수원시 권선구 호매실로165번길 28-1,37.26094165,126.9562586
현화중학교,중학교,경기도 평택시 안중읍 현화리 827,경기도 평택시 안중읍 현화중앙길 41,36.9824163,126.9200361
분성중학교,중학교,경상남도 김해시 삼계동 1442-1,경상남도 김해시 삼계로 199,35.26631071,128.8730642
산평초등학교,초등학교,경기도 안성시 서운면 산평리 160-2,경기도 안성시 서운면 서운로 58,36.91995315,127.2614748
전주평화중학교,중학교,전북특별자치도 전주시 완산구 평화동2가 911-2,전북특별자치도 전주시 완산구 평화로 74,35.78337483,127.1340232
완도중앙초등학교,초등학교,전라남도 완도군 완도읍 가용리 29,전라남도 완도군 완도읍 개포로135번길 37,34.3219399,126.7401072
서상초등학교,초등학교,강원특별자치도 춘천시 서면 신매리 329-1,강원특별자치도 춘천시 서면 박사로 1348,37.9291721,127.7072893
금호초등학교,초등학교,경상남도 진주시 금산면 장사리 961,경상남도 진주시 금산면 중천로67번길 25,35.21901721,128.1436601
대구동부초등학교,초등학교,대구광역시 동구 신암동 672-1,대구광역시 동구 신암북로7길 22,35.88802465,128.619832
원광중학교,중학교,전북특별자치도 익산시 부송동 122-5,전북특별자치도 익산시 무왕로31길 154,35.97389316,127.0013592
강북고등학교,고등학교,대구광역시 북구 태전동 산14-1,대구광역시 북구 태전로 100,35.92972817,128.5412228
남문초등학교,초등학교,부산광역시 연제구 거제동 1474,부산광역시 연제구 법원북로 23,35.19421004,129.0695559
서울오현초등학교,초등학교,서울특별시 강북구 번동 248,서울특별시 강북구 월계로 221,37.62341912,127.0465761
기계중학교기북분교장,중학교,경상북도 포항시 북구 기북면 용기리 74,경상북도 포항시 북구 기북면 기북로 469,36.13131831,129.1671005
한광고등학교,고등학교,경기도 평택시 비전동 504,경기도 평택시 중앙1로 115,36.99789035,127.0960037
양업고등학교,고등학교,충청북도 청주시 흥덕구 옥산면 환희리 176,충청북도 청주시 흥덕구 옥산면 환희길 277,36.67137226,127.3473567
동산초등학교,초등학교,서울특별시 중구 신당동 333-579,서울특별시 중구 매봉18길 109,37.55620463,127.0167254
금일중학교,중학교,전라남도 완도군 금일읍 신구리 830,전라남도 완도군 금일읍 금일로 445-1,34.35121011,127.0324812
소룡초등학교,초등학교,전북특별자치도 군산시 소룡동 1341,전북특별자치도 군산시 설림길 55,35.97466179,126.6824766
대전경덕중학교,중학교,대전광역시 대덕구 오정동 225-7,대전광역시 대덕구 동산초교로63번길 12,36.3498313,127.4230626
대야초등학교,초등학교,경기도 시흥시 대야동 456-2,경기도 시흥시 대골안길 31,37.44684973,126.7898206
남광초등학교,초등학교,제주특별자치도 제주시 이도이동 1973-1,제주특별자치도 제주시 남광로 28,33.49311656,126.5395938
천포초등학교,초등학교,경상북도 경주시 건천읍 천포리 1162-2,경상북도 경주시 건천읍 단석로 1929,35.84495203,129.0941433
영송여자고등학교,고등학교,대구광역시 북구 태전동 산6-1,대구광역시 북구 태전로 92,35.92901653,128.5418413
신라공업고등학교,고등학교,경상북도 경주시 천북면 신당리 1084,경상북도 경주시 천북면 천북로 41-21,35.8936469,129.242522
동해삼육초등학교,초등학교,강원특별자치도 동해시 천곡동 566-3,강원특별자치도 동해시 동해대로 5367,37.5220721,129.0997495
전주호성중학교,중학교,전북특별자치도 전주시 덕진구 호성동1가 204-5,전북특별자치도 전주시 덕진구 배미실마을길 23,35.86432944,127.1571788
성일고등학교,고등학교,경기도 성남시 중원구 성남동 2876,경기도 성남시 중원구 시민로77번길 10,37.43487853,127.1448205
운정초등학교,초등학교,경기도 파주시 야당동 1027,경기도 파주시 와석순환로 35-34,37.70790306,126.753863
현대고등학교,고등학교,서울특별시 강남구 압구정동 425,서울특별시 강남구 압구정로 127,37.5254805,127.0223773
포항여자중학교,중학교,경상북도 포항시 북구 우현동 56,경상북도 포항시 북구 장미길 49,36.05313299,129.3622002
부산진고등학교,고등학교,부산광역시 부산진구 초읍동 541-1,부산광역시 부산진구 성지로94번길 54,35.17978878,129.0552176
초당초등학교,초등학교,경기도 안산시 상록구 사동 1389,경기도 안산시 상록구 초당로 25,37.28528789,126.8503842
마도초등학교,초등학교,경기도 화성시 마도면 석교리 248,경기도 화성시 마도면 석교로 157,37.20418423,126.7726627
미사고등학교,고등학교,경기도 하남시 망월동 933,경기도 하남시 미사강변한강로 210,37.57050336,127.1933009
감일백제중학교,중학교,경기도 하남시 감일동 297-3,경기도 하남시 감일백제로 210,37.50986274,127.1509199
토성초등학교,초등학교,강원특별자치도 철원군 갈말읍 토성리 545-2,강원특별자치도 철원군 갈말읍 토성길 43,38.24101934,127.3455948
송정중학교,중학교,서울특별시 강서구 공항동 768-1,서울특별시 강서구 남부순환로 121,37.55315807,126.8152435
계성여자고등학교,고등학교,부산광역시 연제구 거제동 643-162,부산광역시 연제구 해맞이로109번길 47,35.18297547,129.0678658
봉화초등학교,초등학교,경상북도 봉화군 봉화읍 내성리 252-3,경상북도 봉화군 봉화읍 내성로7길 3,36.89264584,128.7403704
김녕중학교,중학교,제주특별자치도 제주시 구좌읍 김녕리 1726-2,제주특별자치도 제주시 구좌읍 김녕로 118-20,33.55266695,126.7507701
용당초등학교,초등학교,부산광역시 남구 용당동 360-1,부산광역시 남구 신선로 341,35.11669795,129.0939473
월촌초등학교,초등학교,전북특별자치도 김제시 입석동 469,전북특별자치도 김제시 입석7길 119,35.7891504,126.8681157
